"POPCTRRAPuid","POPCTRRAPdguid","POPCTRRAname","POPCTRRAtype","POPCTRRAclass","POPCTRRApop_2021","POPCTRRAtdwell_2021","POPCTRRAurdwell_2021","POPCTRRApop_2016","POPCTRRApop_2016a","POPCTRRAtdwell_2016a","POPCTRRAurdwell_2016a","POPCTRRAarea","POPCTRRAadj_2016","POPCTRRAir_2016","POPCTRRAir_2021","PRuid","XPRuid","CMAuid"
"130734",,"Saint John","1","3",63447.00,31074.00,29108.00,58341.00,61152.00,30940.00,27510.00,"70.047","1","0","0","13",,"310"
"130735",,"Salisbury","2","2",1546.00,662.00,641.00,1534.00,1534.00,678.00,638.00,"2.6961","0","0","0","13",,"305"
"130753",,"Shediac","4","2",8563.00,4579.00,3927.00,7184.00,7712.00,4322.00,3442.00,"14.0583","1","0","0","13",,
"130760",,"Shippagan","4","2",2189.00,1043.00,979.00,2130.00,2130.00,1013.00,908.00,"2.8378","0","0","0","13",,
"130784",,"Saint Andrews","4","2",1715.00,920.00,789.00,1501.00,1511.00,848.00,690.00,"2.5504","1","0","0","13",,
"130797",,"Saint-Quentin","4","2",2141.00,1015.00,976.00,2194.00,2194.00,989.00,965.00,"4.242","0","0","0","13",,
"130798",,"St. Stephen","4","2",3389.00,1752.00,1598.00,3233.00,3233.00,1684.00,1495.00,"3.5738","0","0","0","13",,
"130907",,"Sussex","4","2",5447.00,2706.00,2533.00,5298.00,5308.00,2640.00,2461.00,"10.6499","1","0","0","13",,
"130946",,"Tracadie-Sheila","4","2",4528.00,2170.00,2072.00,3184.00,4322.00,2047.00,1865.00,"9.6798","1","0","0","13",,
"131038",,"Woodstock","4","2",4602.00,2153.00,2041.00,4277.00,4332.00,2010.00,1872.00,"4.498","1","0","0","13",,
"131105",,"Chatham - Douglastown","1","2",11594.00,5759.00,5399.00,11329.00,11364.00,5548.00,5181.00,"27.7759","1","0","0","13",,"329"
"131158",,"St. Leonard","4","2",1043.00,506.00,453.00,1099.00,1119.00,529.00,482.00,"2.0091","1","0","0","13",,
"131352",,"McEwen","2","2",1445.00,746.00,725.00,1462.00,1462.00,753.00,731.00,"0.8295","0","0","0","13",,"305"
"131395",,"Starlight Village","2","2",2222.00,767.00,762.00,2127.00,2193.00,736.00,733.00,"5.2712","1","0","0","13",,"320"
"131451",,"New Maryland","2","2",2179.00,793.00,788.00,2219.00,2219.00,780.00,775.00,"2.7019","0","0","0","13",,"320"
"131452",,"Quispamsis - Rothesay","6","2",24881.00,9753.00,9523.00,24445.00,24549.00,9352.00,9089.00,"37.0521","1","0","0","13",,"310"
"131453",,"Richibucto 15","4","2",1464.00,555.00,541.00,1053.00,1435.00,566.00,553.00,"2.5156","1","0","0","13",,
"131454",,"Saint-Antoine","4","2",1383.00,593.00,567.00,1252.00,1353.00,591.00,558.00,"2.5668","1","0","0","13",,
"131455",,"Wells","2","2",1263.00,467.00,460.00,1266.00,1266.00,467.00,456.00,"2.8775","0","0","0","13",,"310"
"240002",,"Acton Vale","4","2",5220.00,2466.00,2394.00,5399.00,5617.00,2572.00,2472.00,"5.5772","1","0","0","24",,
"240005",,"Alençon","4","2",1585.00,755.00,721.00,1562.00,1567.00,716.00,692.00,"2.9775","1","0","0","24",,
