"POPCTRRAPuid","POPCTRRAPdguid","POPCTRRAname","POPCTRRAtype","POPCTRRAclass","POPCTRRApop_2021","POPCTRRAtdwell_2021","POPCTRRAurdwell_2021","POPCTRRApop_2016","POPCTRRApop_2016a","POPCTRRAtdwell_2016a","POPCTRRAurdwell_2016a","POPCTRRAarea","POPCTRRAadj_2016","POPCTRRAir_2016","POPCTRRAir_2021","PRuid","XPRuid","CMAuid"
"350157",,"Chapleau","4","2",1144.00,612.00,543.00,1170.00,1170.00,675.00,551.00,"0.5929","0","0","0","35",,
"350167",,"Chatham","1","3",45171.00,20559.00,19735.00,43550.00,43550.00,19829.00,18958.00,"31.2093","0","0","0","35",,"556"
"350170",,"Chesley","4","2",1879.00,866.00,809.00,1843.00,1843.00,873.00,795.00,"1.9117","0","0","0","35",,
"350172",,"Chesterville","4","2",1564.00,651.00,636.00,1677.00,1677.00,699.00,678.00,"1.8621","0","0","0","35",,
"350187",,"Clinton","4","2",3113.00,1452.00,1390.00,3049.00,3049.00,1426.00,1380.00,"2.8949","0","0","0","35",,
"350190",,"Cobourg","1","2",19830.00,9213.00,8844.00,19031.00,19031.00,8788.00,8471.00,"15.5749","0","0","0","35",,"527"
"350192",,"Cochrane","4","2",3774.00,1748.00,1626.00,3648.00,3669.00,1658.00,1560.00,"3.6579","1","0","0","35",,
"350193",,"Colborne","4","2",1474.00,696.00,668.00,1577.00,1577.00,717.00,708.00,"1.7391","0","0","0","35",,
"350198",,"Collingwood","1","2",22983.00,12133.00,10314.00,20102.00,20213.00,10661.00,8846.00,"16.3799","1","0","0","35",,"567"
"350205",,"Cornwall","1","3",47286.00,21999.00,21189.00,45723.00,46114.00,21473.00,20754.00,"32.3966","1","0","0","35",,"501"
"350218",,"Deep River","4","2",3860.00,1852.00,1748.00,3658.00,3782.00,1826.00,1703.00,"4.3071","1","0","0","35",,
"350221",,"Delhi","2","2",5344.00,2357.00,2279.00,4240.00,5069.00,2228.00,2152.00,"3.8331","1","0","0","35",,"547"
"350225",,"Deseronto","4","2",1598.00,732.00,658.00,1645.00,1645.00,716.00,684.00,"1.2694","0","0","0","35",,
"350238",,"Dresden","2","2",2401.00,1070.00,1039.00,2451.00,2451.00,1075.00,1037.00,"2.7811","0","0","0","35",,"556"
"350241",,"Dryden","4","2",5355.00,2647.00,2475.00,5586.00,5596.00,2585.00,2482.00,"6.5274","1","0","0","35",,
"350244",,"Dundalk","4","2",2803.00,1055.00,997.00,2046.00,2046.00,816.00,797.00,"2.4127","0","0","0","35",,
"350246",,"Dunnville","4","2",5907.00,2735.00,2584.00,5759.00,5759.00,2609.00,2535.00,"5.4351","0","0","0","35",,
"350248",,"Durham","4","2",2755.00,1245.00,1191.00,2609.00,2609.00,1196.00,1152.00,"3.2427","0","0","0","35",,
"350256",,"Eganville","4","2",1149.00,570.00,527.00,1022.00,1085.00,528.00,489.00,"2.261","1","0","0","35",,
"350257",,"Elliot Lake","1","2",10998.00,5993.00,5664.00,10498.00,10503.00,6015.00,5399.00,"10.2655","1","0","0","35",,"582"
"350258",,"Elmira","6","2",10790.00,4173.00,4103.00,10161.00,10273.00,3924.00,3873.00,"8.1536","1","0","0","35",,"541"
"350259",,"Elmvale","2","2",2520.00,1064.00,1037.00,2314.00,2314.00,1010.00,969.00,"1.9763","0","0","0","35",,"568"
"350260",,"Embrun","2","2",8680.00,3278.00,3229.00,6918.00,6968.00,2556.00,2482.00,"10.1838","1","0","0","35",,"505"
"350264",,"Englehart","4","2",1371.00,684.00,648.00,1418.00,1418.00,674.00,657.00,"1.3093","0","0","0","35",,
"350265",,"Erin","4","2",2725.00,1035.00,1008.00,2647.00,2647.00,1020.00,1011.00,"4.0984","0","0","0","35",,
"350267",,"Espanola","4","2",3986.00,1881.00,1793.00,3693.00,3714.00,1807.00,1695.00,"3.8679","1","0","0","35",,
"350268",,"Essex","2","2",8233.00,3411.00,3304.00,7446.00,7446.00,3126.00,3068.00,"5.5588","0","0","0","35",,"559"
"350272",,"Exeter","4","2",4863.00,2200.00,2139.00,4649.00,4649.00,2098.00,2009.00,"4.3921","0","0","0","35",,
"350277",,"Fenelon Falls","2","2",2490.00,1466.00,1183.00,2464.00,2464.00,1447.00,1128.00,"3.9793","0","0","0","35",,"530"
"350278",,"Fergus","1","2",23209.00,9403.00,9158.00,20767.00,20928.00,8301.00,8197.00,"18.3099","1","0","0","35",,"531"
"350285",,"Forest","4","2",2429.00,1128.00,1085.00,2277.00,2277.00,1006.00,945.00,"2.3292","0","0","0","35",,
"350290",,"Fort Frances","4","2",7159.00,3631.00,3311.00,7420.00,7420.00,3603.00,3316.00,"7.2884","0","0","0","35",,
"350303",,"Frankford","2","2",3079.00,1308.00,1268.00,2825.00,2825.00,1207.00,1178.00,"2.9132","0","0","0","35",,"522"
"350310",,"Gananoque","4","2",5383.00,2767.00,2562.00,5159.00,5159.00,2516.00,2404.00,"7.0051","0","0","0","35",,
"350314",,"Georgetown","6","3",44058.00,15501.00,15266.00,42123.00,42326.00,14741.00,14505.00,"25.7048","1","0","0","35",,"535"
"350315",,"Geraldton","4","2",1761.00,889.00,798.00,1828.00,1838.00,964.00,846.00,"2.641","1","0","0","35",,
"350321",,"Glencoe","4","2",2158.00,992.00,956.00,2126.00,2126.00,982.00,939.00,"2.6643","0","0","0","35",,
"350324",,"Goderich","4","2",7728.00,3811.00,3591.00,7536.00,7536.00,3625.00,3439.00,"4.5132","0","0","0","35",,
"350339",,"Gravenhurst","4","2",5789.00,2732.00,2569.00,5349.00,5660.00,2707.00,2468.00,"6.3194","1","0","0","35",,
"350343",,"Guelph","1","4",144356.00,59899.00,56666.00,132397.00,132705.00,56190.00,52370.00,"79.5677","1","0","0","35",,"550"
"350346",,"Hagersville","4","2",3059.00,1326.00,1289.00,2939.00,2939.00,1248.00,1226.00,"3.1486","0","0","0","35",,
"350347",,"Haileybury","4","2",3247.00,1558.00,1449.00,3266.00,3281.00,1566.00,1425.00,"3.0049","1","0","0","35",,
"350349",,"Hamilton","1","4",729560.00,300424.00,288383.00,693645.00,693362.00,286535.00,274412.00,"356.0297","1","0","0","35",,"537"
"350352",,"Hanover","4","2",7761.00,3690.00,3348.00,7413.00,7507.00,3330.00,3264.00,"7.1423","1","0","0","35",,
"350359",,"Harriston","4","2",1887.00,732.00,702.00,1797.00,1797.00,732.00,702.00,"1.3049","0","0","0","35",,
"350360",,"Harrow","2","2",2562.00,1039.00,1012.00,2710.00,2710.00,1110.00,1078.00,"2.856","0","0","0","35",,"559"
"350363",,"Havelock","4","2",1055.00,486.00,443.00,1175.00,1175.00,532.00,512.00,"1.1524","0","0","0","35",,
"350365","2021S0511350365","Hawkesbury","1","2",9975.00,5208.00,4983.00,10055.00,10055.00,5146.00,4873.00,"8.3433","0","0","0","35","24","502"
"350367",,"Hearst","4","2",3537.00,1775.00,1691.00,3835.00,3835.00,1912.00,1849.00,"5.0216","0","0","0","35",,
"350383",,"Huntsville","4","2",6639.00,3206.00,2971.00,6482.00,6482.00,3083.00,2847.00,"8.7281","0","0","0","35",,
"350386",,"Ingersoll","1","2",13607.00,5594.00,5435.00,12587.00,12694.00,5168.00,5065.00,"10.3185","1","0","0","35",,"533"
"350391",,"Iroquois","4","2",1406.00,663.00,650.00,1027.00,1299.00,656.00,633.00,"2.0125","1","0","0","35",,
"350392",,"Iroquois Falls","4","2",2866.00,1422.00,1351.00,2955.00,2955.00,1451.00,1362.00,"1.5623","0","0","0","35",,
"350394",,"Wawa","4","2",2431.00,1207.00,1097.00,2610.00,2610.00,1274.00,1147.00,"1.7615","0","0","0","35",,
"350399",,"Kanata","2","4",137118.00,49662.00,48713.00,117304.00,118308.00,42016.00,41257.00,"62.3488","1","0","0","35",,"505"
"350400",,"Kapuskasing","4","2",7092.00,3723.00,3395.00,7378.00,7378.00,3684.00,3409.00,"8.6268","0","0","0","35",,
"350405",,"Kemptville","2","2",4051.00,1851.00,1796.00,3911.00,3911.00,1741.00,1692.00,"3.7304","0","0","0","35",,"505"
"350406",,"Kenora","1","2",10974.00,5534.00,4958.00,10687.00,11112.00,5337.00,4932.00,"15.2507","1","0","0","35",,"598"
"350412",,"Kincardine","4","2",9343.00,4574.00,3995.00,8315.00,8506.00,4247.00,3675.00,"9.5933","1","0","0","35",,
"350415",,"Kingston","1","4",127943.00,61662.00,56450.00,117660.00,119061.00,58230.00,51907.00,"83.4264","1","0","0","35",,"521"
"350418",,"Kirkland Lake","4","2",6180.00,3581.00,3082.00,6305.00,6305.00,3627.00,3088.00,"4.1737","0","0","0","35",,
"350419",,"Kitchener","1","4",522888.00,210386.00,200052.00,470015.00,473230.00,192648.00,182502.00,"296.4536","1","0","0","35",,"541"
"350427",,"L'Orignal","4","2",1359.00,636.00,595.00,1450.00,1483.00,665.00,631.00,"2.9065","1","0","0","35",,
"350450",,"Lakefield","2","2",2943.00,1371.00,1321.00,2753.00,2768.00,1335.00,1251.00,"2.6908","1","0","0","35",,"529"
"350463",,"Leamington","6","3",35730.00,14121.00,13495.00,32991.00,33049.00,13183.00,12559.00,"31.7682","1","0","0","35",,"559"
"350472",,"Lindsay","1","2",22367.00,10300.00,9821.00,20713.00,20713.00,9687.00,9084.00,"15.5681","0","0","0","35",,"530"
"350474",,"Listowel","4","2",9539.00,4023.00,3910.00,7530.00,7530.00,3304.00,3159.00,"6.7318","0","0","0","35",,
"350475",,"Little Current","4","2",1210.00,728.00,565.00,1558.00,1558.00,711.00,674.00,"2.23","0","0","0","35",,
"350480",,"London","1","4",423369.00,186675.00,174961.00,383437.00,384784.00,175654.00,163296.00,"244.9696","1","0","0","35",,"555"
"350481",,"Longlac","4","2",1316.00,650.00,562.00,1434.00,1434.00,693.00,592.00,"1.7392","0","0","0","35",,
"350487",,"Lucan","4","2",3089.00,1215.00,1185.00,2541.00,2541.00,1006.00,986.00,"2.0128","0","0","0","35",,
"350489",,"Lucknow","4","2",1154.00,506.00,486.00,1121.00,1121.00,508.00,483.00,"1.6891","0","0","0","35",,
"350494",,"Madoc","4","2",1489.00,744.00,701.00,1535.00,1540.00,758.00,704.00,"2.189","1","0","0","35",,
"350499",,"Manitouwadge","4","2",1682.00,924.00,795.00,1708.00,1735.00,993.00,817.00,"2.3508","1","0","0","35",,
"350504",,"Marathon","4","2",3022.00,1527.00,1354.00,3138.00,3138.00,1559.00,1368.00,"4.3268","0","0","0","35",,
"350506",,"Markdale","4","2",1206.00,598.00,564.00,1216.00,1216.00,615.00,585.00,"2.2982","0","0","0","35",,
"350508",,"Marmora","4","2",1499.00,729.00,661.00,1629.00,1639.00,787.00,708.00,"2.1499","1","0","0","35",,
"350516",,"Mattawa","4","2",1721.00,825.00,763.00,1786.00,1812.00,863.00,793.00,"2.1257","1","0","0","35",,
"350522",,"Meaford","4","2",5078.00,2651.00,2424.00,4910.00,4945.00,2491.00,2312.00,"5.8981","1","0","0","35",,
"350531",,"Midland","1","2",26246.00,11874.00,11149.00,24353.00,24443.00,11087.00,10511.00,"27.4107","1","0","0","35",,"571"
"350532",,"Milton","6","4",124579.00,37981.00,37179.00,101715.00,101885.00,32515.00,31388.00,"45.2044","1","0","0","35",,"535"
"350533",,"Milverton","4","2",1797.00,711.00,686.00,1576.00,1586.00,628.00,616.00,"1.3252","1","0","0","35",,
"350538",,"Mitchell","4","2",4868.00,1996.00,1950.00,4573.00,4604.00,1878.00,1842.00,"5.0785","1","0","0","35",,
"350556",,"Morrisburg","4","2",2398.00,1065.00,1022.00,2385.00,2385.00,1048.00,1008.00,"1.3629","0","0","0","35",,
"350557",,"Mount Brydges","2","2",2656.00,1001.00,965.00,1842.00,2117.00,791.00,785.00,"5.5011","1","0","0","35",,"555"
"350558",,"Mount Forest","4","2",5040.00,2250.00,2174.00,4643.00,4643.00,2155.00,2075.00,"3.7253","0","0","0","35",,
"350569",,"Napanee","4","2",8173.00,3562.00,3424.00,7439.00,7439.00,3474.00,3312.00,"7.9171","0","0","0","35",,
"350578",,"New Hamburg","6","2",14379.00,5399.00,5315.00,13595.00,13595.00,4982.00,4944.00,"15.7493","0","0","0","35",,"541"
"350595",,"North Bay","1","3",51433.00,24491.00,23008.00,50396.00,50396.00,24244.00,22201.00,"64.9064","0","0","0","35",,"575"
"350599",,"Norwich","4","2",3038.00,1195.00,1158.00,2852.00,2852.00,1121.00,1088.00,"2.6949","0","0","0","35",,
"350600",,"Norwood","4","2",1585.00,620.00,601.00,1380.00,1380.00,565.00,552.00,"1.9942","0","0","0","35",,
"350609",,"Orangeville","6","3",34177.00,12520.00,12259.00,30734.00,32318.00,11767.00,11624.00,"19.7686","1","0","0","35",,"535"
"350610",,"Orillia","1","3",33379.00,15416.00,14410.00,31128.00,31128.00,14275.00,13465.00,"22.6809","0","0","0","35",,"569"
"350613",,"Orono","2","2",1104.00,437.00,428.00,1105.00,1105.00,426.00,417.00,"1.3559","0","0","0","35",,"532"
"350614",,"Oshawa","1","4",335949.00,124322.00,120661.00,308875.00,309759.00,116570.00,113575.00,"159.7893","1","0","0","35",,"532"
"350616","2021S0511350616","Ottawa - Gatineau","1","4",797252.00,346772.00,328727.00,735706.00,737702.00,324877.00,304410.00,"357.1768","1","0","0","35","24","505"
"350619",,"Owen Sound","1","2",22318.00,10647.00,10133.00,22032.00,22032.00,10350.00,9870.00,"20.8649","0","0","0","35",,"566"
"350622",,"Palmerston","4","2",2989.00,1220.00,1184.00,2624.00,2624.00,1100.00,1068.00,"2.5388","0","0","0","35",,
"350624",,"Paris","6","2",14956.00,5838.00,5657.00,12310.00,12389.00,4842.00,4720.00,"13.5525","1","0","0","35",,"543"
"350625",,"Parkhill","4","2",1707.00,732.00,692.00,1737.00,1737.00,681.00,666.00,"2.4511","0","0","0","35",,
"350628",,"Parry Sound","4","2",6788.00,3468.00,3160.00,6321.00,6321.00,3110.00,2892.00,"7.9543","0","0","0","35",,
"350631",,"Pembroke","1","2",16571.00,7848.00,7463.00,15940.00,16203.00,7697.00,7167.00,"17.4708","1","0","0","35",,"515"
"350634",,"Perth","4","2",6486.00,3281.00,3163.00,5573.00,6042.00,3081.00,2926.00,"9.3945","1","0","0","35",,
"350636",,"Peterborough","1","3",84793.00,38472.00,36429.00,82094.00,82149.00,37225.00,35153.00,"54.576","1","0","0","35",,"529"
"350639",,"Petrolia","4","2",5632.00,2372.00,2313.00,5375.00,5402.00,2175.00,2136.00,"6.2861","1","0","0","35",,
"350641",,"Picton","4","2",4508.00,2567.00,2277.00,4702.00,4395.00,2463.00,2214.00,"5.4287","1","0","0","35",,
"350658",,"Port Dover","2","2",7871.00,4028.00,3696.00,6161.00,6984.00,3526.00,3268.00,"8.1191","1","0","0","35",,"547"
"350659",,"Port Elgin","4","2",9619.00,4540.00,4047.00,7862.00,8297.00,3942.00,3536.00,"8.0309","1","0","0","35",,
"350662",,"Port Hope","1","2",13012.00,5901.00,5692.00,12587.00,12587.00,5638.00,5478.00,"12.7178","0","0","0","35",,"528"
"350665",,"Port Perry","4","2",9553.00,3855.00,3741.00,9453.00,9453.00,3752.00,3696.00,"8.7626","0","0","0","35",,
"350666",,"Port Stanley","2","2",3008.00,1702.00,1409.00,2148.00,2231.00,1416.00,1085.00,"3.7783","1","0","0","35",,"555"
"350672",,"Powassan","2","2",1241.00,509.00,483.00,1343.00,1343.00,526.00,511.00,"1.6789","0","0","0","35",,"575"
"350675",,"Prescott","4","2",4078.00,1992.00,1888.00,3965.00,4217.00,2102.00,2015.00,"4.0172","1","0","0","35",,
"350699",,"Renfrew","4","2",8337.00,4188.00,4012.00,8152.00,8308.00,4068.00,3906.00,"12.142","1","0","0","35",,
"350704",,"Richmond","2","2",4228.00,1586.00,1564.00,4055.00,4055.00,1510.00,1474.00,"4.0976","0","0","0","35",,"505"
"350706",,"Ridgetown","2","2",2797.00,1371.00,1293.00,3002.00,3002.00,1424.00,1308.00,"2.7259","0","0","0","35",,"556"
"350719",,"Rockland","6","2",13625.00,5477.00,5368.00,12302.00,12399.00,5007.00,4916.00,"8.1532","1","0","0","35",,"505"
"350737",,"Sarnia","1","3",73944.00,34738.00,32893.00,72125.00,73403.00,34196.00,32670.00,"60.5349","1","0","0","35",,"562"
"350739",,"Sault Ste. Marie","1","3",64923.00,31864.00,29743.00,66313.00,66313.00,31556.00,29888.00,"52.9654","0","0","0","35",,"590"
"350744",,"Seaforth","4","2",2673.00,1248.00,1202.00,2680.00,2680.00,1206.00,1164.00,"2.7904","0","0","0","35",,
"350755",,"Shelburne","4","2",8989.00,3147.00,3023.00,8126.00,8126.00,2825.00,2787.00,"5.7086","0","0","0","35",,
"350762",,"Simcoe","1","2",16121.00,7406.00,7118.00,13922.00,14649.00,6763.00,6512.00,"16.5008","1","0","0","35",,"547"
"350763",,"Sioux Lookout","4","2",3781.00,1724.00,1554.00,2941.00,2941.00,1264.00,1143.00,"6.3203","0","0","0","35",,
"350766",,"Smiths Falls","4","2",9517.00,4629.00,4411.00,8885.00,9068.00,4498.00,4176.00,"6.7074","1","0","0","35",,
"350767",,"Smithville","4","2",6456.00,2378.00,2339.00,5489.00,5724.00,2086.00,2080.00,"6.1122","1","0","0","35",,
"350788",,"St. Catharines - Niagara Falls","1","4",242460.00,106697.00,101120.00,229246.00,229776.00,101682.00,96235.00,"140.5936","1","0","0","35",,"539"
"350795",,"St. Marys","4","2",7271.00,3158.00,3072.00,6951.00,7137.00,3031.00,2967.00,"10.0937","1","0","0","35",,
"350799",,"St. Thomas","6","3",45732.00,19671.00,19123.00,41813.00,41834.00,18165.00,17631.00,"28.1049","1","0","0","35",,"555"
"350871",,"Stayner","4","2",4699.00,1864.00,1806.00,4029.00,4258.00,1673.00,1632.00,"4.8286","1","0","0","35",,
"350892",,"Stirling","2","2",2074.00,863.00,832.00,2030.00,2030.00,852.00,817.00,"3.032","0","0","0","35",,"522"
"350897",,"Stratford","1","3",32878.00,15237.00,14599.00,31053.00,31094.00,14142.00,13688.00,"23.2971","1","0","0","35",,"553"
"350899",,"Strathroy","6","2",16056.00,6713.00,6553.00,14401.00,14505.00,5968.00,5859.00,"15.2966","1","0","0","35",,"555"
"350901",,"Sturgeon Falls","4","2",6939.00,3336.00,3197.00,6798.00,6916.00,3278.00,3142.00,"6.1479","1","0","0","35",,
"350904",,"Sudbury","1","3",92093.00,44970.00,41857.00,88054.00,88155.00,44304.00,40151.00,"75.7912","1","0","0","35",,"580"
"350908",,"Sutton","2","2",8477.00,3746.00,3379.00,7531.00,7653.00,3502.00,3027.00,"12.5471","1","0","0","35",,"535"
"350919",,"Tavistock","4","2",3171.00,1288.00,1256.00,2955.00,2955.00,1141.00,1127.00,"2.6407","0","0","0","35",,
"350925",,"Thamesford","4","2",2622.00,953.00,939.00,2116.00,2116.00,825.00,822.00,"2.7611","0","0","0","35",,
"350928",,"Thessalon","4","2",1147.00,546.00,509.00,1175.00,1175.00,562.00,508.00,"1.8773","0","0","0","35",,
"350932",,"Thornbury","4","2",3474.00,2121.00,1638.00,2485.00,2873.00,1936.00,1342.00,"5.8663","1","0","0","35",,
"350935",,"Thunder Bay","1","3",95266.00,45751.00,43291.00,93952.00,94767.00,45449.00,42359.00,"76.0322","1","0","0","35",,"595"
"350938",,"Tilbury","2","2",4687.00,1948.00,1901.00,4768.00,4768.00,2001.00,1938.00,"4.1438","0","0","0","35",,"556"
"350939",,"Tillsonburg","1","2",18573.00,8479.00,8215.00,15594.00,15834.00,7282.00,7113.00,"18.9672","1","0","0","35",,"546"
"350944",,"Toronto","1","4",5647656.00,2201935.00,2077579.00,5429524.00,5433590.00,2060487.00,1968589.00,"1829.0532","1","0","0","35",,"535"
"350945",,"Tottenham","2","2",9609.00,3334.00,3264.00,5143.00,5422.00,2049.00,1994.00,"9.9265","1","0","0","35",,"535"
"350957",,"Tweed","4","2",1541.00,779.00,690.00,1701.00,1701.00,795.00,748.00,"2.4962","0","0","0","35",,
"350963",,"Uxbridge","6","2",11794.00,4651.00,4528.00,11832.00,11832.00,4447.00,4395.00,"15.4636","0","0","0","35",,"535"
"350970",,"Valley East","2","2",17251.00,6673.00,6536.00,17451.00,17451.00,6556.00,6410.00,"25.8226","0","0","0","35",,"580"
"350975",,"Vankleek Hill","4","2",1781.00,896.00,855.00,1742.00,1742.00,856.00,811.00,"2.2321","0","0","0","35",,
"350998",,"Walkerton","4","2",4724.00,2149.00,1984.00,4517.00,4537.00,2021.00,1931.00,"3.9016","1","0","0","35",,
"350999",,"Wallaceburg","2","2",10323.00,4759.00,4556.00,10098.00,10098.00,4690.00,4506.00,"8.843","0","0","0","35",,"556"
"351003",,"Waterford","2","2",4227.00,1823.00,1768.00,3132.00,3676.00,1640.00,1523.00,"3.5132","1","0","0","35",,"547"
"351006",,"Watford","4","2",1563.00,648.00,613.00,1536.00,1536.00,640.00,600.00,"1.1687","0","0","0","35",,
"351011",,"West Lorne","4","2",1385.00,624.00,590.00,1337.00,1337.00,621.00,601.00,"1.8145","0","0","0","35",,
"351017",,"Wheatley","2","2",3060.00,1032.00,996.00,2868.00,2868.00,1105.00,1047.00,"3.4045","0","0","0","35",,"556"
"351020",,"Stouffville","6","3",36753.00,12078.00,11875.00,32634.00,32634.00,10668.00,10541.00,"14.1708","0","0","0","35",,"535"
"351026",,"Wiarton","4","2",1996.00,1058.00,978.00,1989.00,1989.00,1038.00,960.00,"2.3554","0","0","0","35",,
"351029",,"Winchester","4","2",2417.00,1108.00,1075.00,2394.00,2394.00,1077.00,1041.00,"2.2624","0","0","0","35",,
"351032",,"Windsor","1","4",306519.00,127879.00,121732.00,287069.00,288363.00,123740.00,117152.00,"184.9586","1","0","0","35",,"559"
"351034",,"Wingham","4","2",2981.00,1408.00,1338.00,2934.00,2934.00,1392.00,1301.00,"2.4707","0","0","0","35",,
"351039",,"Woodstock","1","3",46296.00,19384.00,18747.00,40404.00,40614.00,17424.00,17045.00,"34.4052","1","0","0","35",,"544"
"351041",,"Wyoming","2","2",2348.00,971.00,947.00,2361.00,2361.00,968.00,948.00,"4.588","0","0","0","35",,"562"
"351062",,"Fort Erie","6","2",15372.00,6856.00,6486.00,14621.00,14772.00,6609.00,6190.00,"14.6156","1","0","0","35",,"539"
"351063",,"Crystal Beach","2","2",9531.00,5229.00,4306.00,8524.00,8524.00,5032.00,3879.00,"11.3402","0","0","0","35",,"539"
"351067",,"Keswick - Elmhurst Beach","6","2",27145.00,10284.00,9841.00,26757.00,26999.00,9997.00,9612.00,"16.5595","1","0","0","35",,"535"
"351071",,"Nobleton","2","2",6507.00,1919.00,1889.00,4614.00,4924.00,1610.00,1471.00,"8.5842","1","0","0","35",,"535"
"351075",,"Beamsville","6","2",13323.00,4970.00,4866.00,11834.00,11869.00,4307.00,4240.00,"9.885","1","0","0","35",,"539"
"351083",,"Mississauga Beach","2","2",5293.00,2822.00,2477.00,4662.00,4662.00,2529.00,2153.00,"5.8142","0","0","0","35",,"539"
"351084",,"Dowling","2","2",1449.00,575.00,561.00,1466.00,1466.00,588.00,575.00,"1.3493","0","0","0","35",,"580"
"351086",,"Petawawa","1","2",14382.00,5593.00,5292.00,13701.00,13870.00,5327.00,5022.00,"16.0081","1","0","0","35",,"516"
"351099",,"Timmins","1","2",28874.00,13801.00,12757.00,29331.00,29331.00,13875.00,12754.00,"18.4938","0","0","0","35",,"586"
"351100",,"Porcupine","2","2",5832.00,2620.00,2467.00,4716.00,5811.00,2492.00,2350.00,"5.7783","1","0","0","35",,"586"
"351102",,"Lively","2","2",5569.00,2261.00,2154.00,5608.00,5613.00,2262.00,2219.00,"11.6707","1","0","0","35",,"580"
"351128",,"Paisley","4","2",1061.00,526.00,489.00,1045.00,1045.00,536.00,471.00,"1.7969","0","0","0","35",,
"351129",,"Grand Valley","4","2",2720.00,1021.00,999.00,1643.00,1825.00,719.00,701.00,"2.8757","1","0","0","35",,
"351132",,"Creemore","4","2",1194.00,508.00,469.00,1170.00,1170.00,487.00,459.00,"1.5902","0","0","0","35",,
"351147",,"Colchester","2","2",2334.00,1231.00,1031.00,2229.00,2229.00,1340.00,962.00,"3.0553","0","0","0","35",,"559"
"351151",,"Jarvis","4","2",1214.00,439.00,427.00,1037.00,1084.00,400.00,397.00,"0.5621","1","0","0","35",,
"351159",,"Wellington","4","2",1526.00,955.00,819.00,,1353.00,791.00,699.00,"3.2989","1","0","0","35",,
"351170",,"Dutton","4","2",1658.00,687.00,668.00,1368.00,1454.00,564.00,556.00,"1.9964","1","0","0","35",,
"351176",,"Southampton","4","2",3993.00,2588.00,1888.00,3678.00,3678.00,2459.00,1724.00,"6.4334","0","0","0","35",,
"351209",,"Rockwood","2","2",5488.00,2044.00,1970.00,4629.00,4629.00,1703.00,1681.00,"5.9233","0","0","0","35",,"550"
"351239",,"Belmont","2","2",1275.00,500.00,492.00,1140.00,1140.00,444.00,440.00,"0.9925","0","0","0","35",,"555"
"351241",,"Hastings","4","2",1388.00,714.00,639.00,1115.00,1159.00,596.00,528.00,"2.1537","1","0","0","35",,
"351243",,"Hensall","4","2",1126.00,468.00,453.00,,1021.00,431.00,404.00,"1.8646","1","0","0","35",,
"351245",,"St. Jacobs","2","2",1959.00,740.00,727.00,1988.00,1988.00,723.00,710.00,"2.8087","0","0","0","35",,"541"
"351248",,"Cookstown","2","2",1647.00,557.00,546.00,1214.00,1214.00,443.00,419.00,"1.1433","0","0","0","35",,"568"
"351255",,"Carlisle","2","2",1858.00,636.00,626.00,1869.00,1869.00,640.00,629.00,"2.5612","0","0","0","35",,"537"
"351264",,"Osgoode","2","2",2535.00,949.00,935.00,2578.00,2578.00,943.00,931.00,"2.9746","0","0","0","35",,"505"
"351269",,"Vineland","2","2",4395.00,1857.00,1820.00,4074.00,4260.00,1705.00,1680.00,"5.8005","1","0","0","35",,"539"
"351272",,"Mount Albert","2","2",5695.00,1968.00,1930.00,4925.00,5021.00,1746.00,1722.00,"4.674","1","0","0","35",,"535"
"351297",,"Grand Bend","4","2",3031.00,2498.00,1605.00,2684.00,2684.00,2451.00,1454.00,"6.3904","0","0","0","35",,
"351299",,"Wellesley","4","2",3536.00,1222.00,1206.00,3246.00,3246.00,1135.00,1124.00,"1.6722","0","0","0","35",,
"351301",,"Mildmay","4","2",1222.00,536.00,509.00,1219.00,1219.00,532.00,513.00,"1.5969","0","0","0","35",,
"351305",,"Wikwemikong","4","2",1417.00,556.00,522.00,1342.00,1567.00,631.00,586.00,"3.443","1","0","0","35",,
"351306",,"Russell","2","2",6135.00,2301.00,2275.00,4464.00,5039.00,1798.00,1771.00,"4.5631","1","0","0","35",,"505"
"351307",,"Omemee","2","2",1060.00,451.00,431.00,1271.00,1271.00,559.00,522.00,"2.1209","0","0","0","35",,"530"
"351308",,"Millbrook","2","2",1739.00,654.00,635.00,1695.00,1695.00,650.00,633.00,"2.0682","0","0","0","35",,"529"
"351312",,"Stoney Point","2","2",1394.00,622.00,558.00,1087.00,1318.00,600.00,521.00,"2.456","1","0","0","35",,"559"
"351313",,"Burford","2","2",1058.00,449.00,440.00,,792.00,350.00,332.00,"2.0141","1","0","0","35",,"543"
"351315",,"St. George","2","2",3354.00,1262.00,1246.00,3255.00,3255.00,1204.00,1196.00,"2.966","0","0","0","35",,"543"
"351317",,"Drayton","4","2",2279.00,803.00,780.00,2111.00,2111.00,756.00,731.00,"2.8","0","0","0","35",,
"351319",,"Caledon","2","2",1466.00,508.00,495.00,1482.00,1482.00,475.00,474.00,"2.8438","0","0","0","35",,"535"
"351321",,"Constance Bay","2","2",2263.00,1107.00,988.00,2314.00,2314.00,1119.00,959.00,"5.5599","0","0","0","35",,"505"
"351322",,"Munster","2","2",1145.00,429.00,425.00,,939.00,335.00,332.00,"0.6705","1","0","0","35",,"505"
"351323",,"Metcalfe","2","2",1811.00,673.00,663.00,1776.00,1776.00,659.00,657.00,"2.1906","0","0","0","35",,"505"
