"POPCTRRAPuid","POPCTRRAPdguid","POPCTRRAname","POPCTRRAtype","POPCTRRAclass","POPCTRRApop_2021","POPCTRRAtdwell_2021","POPCTRRAurdwell_2021","POPCTRRApop_2016","POPCTRRApop_2016a","POPCTRRAtdwell_2016a","POPCTRRAurdwell_2016a","POPCTRRAarea","POPCTRRAadj_2016","POPCTRRAir_2016","POPCTRRAir_2021","PRuid","POPCTRRAuid","XPRuid","CMAuid"
"590681",,"Princeton","4","2",2826,1489,1346,2745,2745,1500,1360,"4.4771","0","0","0","59","0681",,
"590687",,"Quesnel","1","2",12110,5808,5502,12064,12196,5746,5403,"25.2278","1","0","0","59","0687",,"952"
"590700",,"Revelstoke","4","2",7709,3414,3147,6719,7067,3319,3075,"12.2953","1","0","0","59","0700",,
"590736",,"Salmon Arm","1","2",16065,7020,6707,12875,14948,6593,6305,"20.989","1","0","0","59","0736",,"920"
"590765",,"Smithers","4","2",5316,2375,2282,5351,5351,2371,2274,"10.4645","0","0","0","59","0765",,
"590776",,"Sparwood","4","2",3990,2101,1747,3490,3646,2072,1600,"8.6087","1","0","0","59","0776",,
"590781",,"Squamish","1","2",22221,9288,8623,17587,18902,7325,7025,"22.1061","1","0","0","59","0781",,"934"
"590922",,"Terrace","1","2",14633,6410,6019,13663,14327,6131,5777,"22.1869","1","0","0","59","0922",,"965"
"590959",,"Ucluelet","4","2",1940,937,803,1576,1613,800,698,"2.8951","1","0","0","59","0959",,
"590973",,"Vancouver","1","4",2426160,1015170,958604,2264823,2268864,945867,884347,"911.6368","1","0","0","59","0973",,"933"
"590974",,"Vanderhoof","4","2",1967,896,849,1979,1979,850,820,"2.8452","0","0","0","59","0974",,
"590983",,"Vernon","1","3",51896,23605,22314,48073,48425,21894,20712,"51.1645","1","0","0","59","0983",,"918"
"590984",,"Victoria","1","4",363222,172251,163111,335696,337235,159366,150502,"222.7074","1","0","0","59","0984",,"935"
"591021",,"White Rock","6","4",109167,46671,44359,93729,93811,41282,38811,"54.2278","1","0","0","59","1021",,"933"
"591028",,"Williams Lake","1","2",11906,5466,5109,10508,11702,5409,4888,"27.6857","1","0","0","59","1028",,"950"
"591047",,"One Hundred Mile House","4","2",1706,864,809,1811,1811,854,811,"2.4023","0","0","0","59","1047",,
"591048",,"Abbotsford","1","4",132300,49176,47091,121279,122163,45623,43325,"71.1956","1","0","0","59","1048",,"932"
"591087",,"Port Hardy","4","2",3393,1662,1494,3643,3643,1772,1535,"5.1467","0","0","0","59","1087",,
"591098",,"Sooke","2","2",11583,4940,4702,9269,9936,4330,4032,"15.2988","1","0","0","59","1098",,"935"
"591117",,"Summerland","4","2",9860,4471,4224,8742,9466,4312,4064,"15.8259","1","0","0","59","1117",,
"591143",,"Elkford","4","2",1908,1142,823,1752,1788,1091,746,"3.0666","1","0","0","59","1143",,
"591144",,"Logan Lake","2","2",1356,726,665,1208,1208,722,601,"0.9407","0","0","0","59","1144",,"925"
"591171",,"Salmo","4","2",1140,599,568,1141,1141,572,547,"2.4442","0","0","0","59","1171",,
"591175",,"Lumby","4","2",1484,627,607,1303,1303,624,563,"1.1426","0","0","0","59","1175",,
"591190",,"Port McNeill","4","2",2234,1057,973,2064,2219,1046,962,"2.4862","1","0","0","59","1190",,
"591217",,"Lions Bay","2","2",1390,557,506,1334,1334,547,495,"2.532","0","0","0","59","1217",,"933"
"591218",,"Aldergrove","2","2",13105,4747,4554,12007,12126,4521,4332,"7.0289","1","0","0","59","1218",,"933"
"591219",,"Sicamous","4","2",2041,1539,965,1786,1786,1550,872,"2.6314","0","0","0","59","1219",,
"591221",,"Houston","4","2",2085,1016,885,2126,2126,1033,884,"2.9443","0","0","0","59","1221",,
"591240",,"Tumbler Ridge","4","2",2389,1547,1090,1982,1987,1563,859,"2.9483","1","0","0","59","1240",,
"591257",,"Rossland","4","2",3645,1715,1588,3219,3416,1623,1454,"4.0055","1","0","0","59","1257",,
"591262",,"Duck Lake","2","2",12725,5792,5320,6982,10085,5294,4239,"24.9263","1","0","0","59","1262",,"915"
"591300",,"Sechelt","4","2",9434,4884,4442,8832,8993,4606,4271,"11.9604","1","0","0","59","1300",,
"591309",,"Whistler","4","2",9974,7800,4001,8713,8739,8719,3382,"11.7412","1","0","0","59","1309",,
"591314",,"Cultus Lake","2","2",1164,739,564,1053,1053,737,516,"1.7977","0","0","0","59","1314",,"930"
"591325",,"Kent","2","2",3936,1769,1670,3802,3911,1684,1636,"4.0245","1","0","0","59","1325",,"930"
"591350",,"Blind Bay","4","2",2369,1117,1036,1976,2113,1058,942,"4.1408","1","0","0","59","1350",,
"591351",,"Pemberton","4","2",2970,1242,1184,1957,2269,890,847,"2.8236","1","0","0","59","1351",,
"591375",,"Crofton","2","2",1446,633,606,1373,1373,625,576,"2.7596","0","0","0","59","1375",,"937"
"591376",,"Roberts Creek","4","2",1927,1007,850,1848,1898,1010,829,"4.1848","1","0","0","59","1376",,
"591377",,"Harrison Hot Springs","2","2",1552,873,733,1242,1242,796,609,"1.1678","0","0","0","59","1377",,"930"
"591408",,"Aldergrove East","2","2",4496,1314,1233,3491,3491,1072,982,"2.5466","0","0","0","59","1408",,"932"
"591409",,"Miller's Landing","2","2",1437,669,576,1097,1230,645,504,"1.9144","1","0","0","59","1409",,"933"
"591410",,"Cowichan Bay","2","2",2799,1227,1162,2394,2557,1133,1080,"4.4678","1","0","0","59","1410",,"937"
"591424",,"Welcome Beach","4","2",1116,524,484,1125,1125,521,482,"1.4073","0","0","0","59","1424",,
"591556",,"Fairwinds","4","2",1207,682,607,1147,1147,658,577,"2.1287","0","0","0","59","1556",,
"591557",,"Cobble Hill","4","2",3610,1692,1651,3580,3580,1666,1638,"6.6728","0","0","0","59","1557",,
"591558",,"Keremeos","4","2",1791,938,888,1714,1714,874,816,"2.8449","0","0","0","59","1558",,
"591559",,"Ladner","2","2",23016,9286,9028,22193,22193,8820,8644,"7.3762","0","0","0","59","1559",,"933"
"591560",,"Mission","6","3",36193,12702,12185,33261,33713,12038,11535,"27.2348","1","0","0","59","1560",,"932"
"591561",,"Naramata","4","2",1012,505,444,1003,1013,489,424,"2.3924","1","0","0","59","1561",,
"591562",,"Okanagan Falls","2","2",2202,1248,1078,2167,2167,1248,1063,"3.3336","0","0","0","59","1562",,"913"
"591563",,"Peachland","2","2",5006,2572,2353,4698,4698,2396,2148,"9.8262","0","0","0","59","1563",,"915"
"591564",,"Puntledge","4","2",1185,497,479,1387,1191,485,481,"2.9461","1","0","0","59","1564",,
"591565",,"Rayleigh","2","2",1933,723,713,1951,1951,738,716,"2.057","0","0","0","59","1565",,"925"
"591566",,"Rosedale","2","2",2232,761,749,1741,1894,687,663,"4.3872","1","0","0","59","1566",,"930"
"591567",,"Shawnigan - Mill Bay","4","2",7285,3065,2855,7021,7129,2896,2765,"14.8683","1","0","0","59","1567",,
"591568",,"Telkwa","4","2",1288,500,482,1160,1160,467,428,"2.8621","0","0","0","59","1568",,
"591569",,"Trail - Fruitvale","1","2",12863,6177,5884,12643,12736,6201,5844,"21.6528","1","0","0","59","1569",,"910"
"591570",,"Tsawwassen","2","2",23940,10465,9968,21588,21845,9198,8818,"14.9525","1","0","0","59","1570",,"933"
"591613",,"Barriere","4","2",1273,557,502,,1169,530,512,"3.0894","1","0","0","59","1613",,
"591614",,"Mile 108 Recreational Ranch","4","2",1043,491,459,,1018,464,438,"2.5888","1","0","0","59","1614",,
"591615",,"Tofino","4","2",2217,1075,874,,1736,906,697,"5.4743","1","0","0","59","1615",,
"591616",,"Yarrow","2","2",1378,436,427,,1257,428,419,"3.3734","1","0","0","59","1616",,"930"
"601023",,"Whitehorse","1","2",24513,10424,9971,21732,21770,9365,8889,"35.9674","1","0","0","60","1023",,"990"
"601617",,"Dawson","4","2",1092,597,544,,957,537,488,"1.0538","1","0","0","60","1617",,
"610366",,"Hay River","4","2",2380,1172,950,2728,2728,1216,1065,"3.1617","0","0","0","61","0366",,
"610388",,"Inuvik","4","2",3001,1381,1161,3140,3140,1424,1151,"1.6036","0","0","0","61","0388",,
"611044",,"Yellowknife","1","2",19673,7773,7327,18884,19141,7559,6973,"18.1107","1","0","0","61","1044",,"995"
"611572",,"Fort Smith","4","2",1749,778,687,2031,2031,857,768,"2.0436","0","0","0","61","1572",,
"620306",,"Iqaluit","4","2",6991,3093,2542,7082,7323,3180,2591,"10.482","1","0","0","62","0306",,
"621320",,"Rankin Inlet","4","2",2698,929,750,2441,2608,909,741,"2.8622","1","0","0","62","1320",,
"621392",,"Cambridge Bay","4","2",1403,521,434,1619,1619,586,494,"0.8488","0","0","0","62","1392",,
"621393",,"Arviat","4","2",2766,668,608,2514,2581,615,577,"2.4187","1","0","0","62","1393",,
"621439",,"Baker Lake","4","2",1653,547,472,1690,1690,552,486,"1.5595","0","0","0","62","1439",,
"621573",,"Gjoa Haven","4","2",1110,267,239,1197,1197,280,255,"0.6998","0","0","0","62","1573",,
"109910",,"Newfoundland and Labrador Rural Area",,"1",204086,124639,90366,217988,214095,125761,90049,"357799.190200001","1","0","0","10","9910",,
"119911",,"Prince Edward Island Rural Area",,"1",83350,42098,33626,78498,77432,40843,30987,"5601.84010000001","1","0","0","11","9911",,
"129912",,"Nova Scotia Rural Area",,"1",398776,205907,172707,393629,387816,202790,164900,"52237.844","1","0","0","12","9912",,
"139913",,"New Brunswick Rural Area",,"1",380490,180478,162665,380919,371852,180263,155994,"70728.9409","1","0","0","13","9913",,
"249924",,"Quebec Rural Area",,"1",1614878,835245,700272,1591306,1536931,809359,650387,"1294582.3208","1","1","1","24","9924",,
"359935",,"Ontario Rural Area",,"1",1888658,898958,726475,1857981,1803954,882977,690254,"886104.059099997","1","1","1","35","9935",,
"469946",,"Manitoba Rural Area",,"1",338894,150785,118827,343136,335194,147589,115690,"539712.036100001","1","0","1","46","9946",,
"479947",,"Saskatchewan Rural Area",,"1",358716,174391,137084,364848,356284,172045,133771,"576587.766699994","1","0","1","47","9947",,
"489948",,"Alberta Rural Area",,"1",650027,274998,234106,667803,651054,268105,228157,"632394.053300003","1","1","1","48","9948",,
"599959",,"British Columbia Rural Area",,"1",634976,319022,260905,631776,586480,304543,240698,"918043.9953","1","1","1","59","9959",,
"609960",,"Yukon Territory Rural Area",,"1",14627,8589,6666,14142,13147,8085,5838,"472308.414","1","0","0","60","9960",,
"619961",,"Northwest Territories Rural Area",,"1",14267,6499,5082,15003,14746,6610,5024,"1127686.9974","1","0","0","61","9961",,
"629962",,"Nunavut Rural Area",,"1",20237,5695,4881,18344,18926,5311,4675,"1836974.9054","1","0","0","62","9962",,
