"POPCTRRAPuid","POPCTRRAPdguid","POPCTRRAname","POPCTRRAtype","POPCTRRAclass","POPCTRRApop_2021","POPCTRRAtdwell_2021","POPCTRRAurdwell_2021","POPCTRRApop_2016","POPCTRRApop_2016a","POPCTRRAtdwell_2016a","POPCTRRAurdwell_2016a","POPCTRRAarea","POPCTRRAadj_2016","POPCTRRAir_2016","POPCTRRAir_2021","PRuid","POPCTRRAuid","XPRuid","CMAuid"
"350386",,"Ingersoll","1","2",13607,5594,5435,12587,12694,5168,5065,"10.3185","1","0","0","35","0386",,"533"
"350391",,"Iroquois","4","2",1406,663,650,1027,1299,656,633,"2.0125","1","0","0","35","0391",,
"350392",,"Iroquois Falls","4","2",2866,1422,1351,2955,2955,1451,1362,"1.5623","0","0","0","35","0392",,
"350394",,"Wawa","4","2",2431,1207,1097,2610,2610,1274,1147,"1.7615","0","0","0","35","0394",,
"350399",,"Kanata","2","4",137118,49662,48713,117304,118308,42016,41257,"62.3488","1","0","0","35","0399",,"505"
"350400",,"Kapuskasing","4","2",7092,3723,3395,7378,7378,3684,3409,"8.6268","0","0","0","35","0400",,
"350405",,"Kemptville","2","2",4051,1851,1796,3911,3911,1741,1692,"3.7304","0","0","0","35","0405",,"505"
"350406",,"Kenora","1","2",10974,5534,4958,10687,11112,5337,4932,"15.2507","1","0","0","35","0406",,"598"
"350412",,"Kincardine","4","2",9343,4574,3995,8315,8506,4247,3675,"9.5933","1","0","0","35","0412",,
"350415",,"Kingston","1","4",127943,61662,56450,117660,119061,58230,51907,"83.4264","1","0","0","35","0415",,"521"
"350418",,"Kirkland Lake","4","2",6180,3581,3082,6305,6305,3627,3088,"4.1737","0","0","0","35","0418",,
"350419",,"Kitchener","1","4",522888,210386,200052,470015,473230,192648,182502,"296.4536","1","0","0","35","0419",,"541"
"350427",,"L'Orignal","4","2",1359,636,595,1450,1483,665,631,"2.9065","1","0","0","35","0427",,
"350450",,"Lakefield","2","2",2943,1371,1321,2753,2768,1335,1251,"2.6908","1","0","0","35","0450",,"529"
"350463",,"Leamington","6","3",35730,14121,13495,32991,33049,13183,12559,"31.7682","1","0","0","35","0463",,"559"
"350472",,"Lindsay","1","2",22367,10300,9821,20713,20713,9687,9084,"15.5681","0","0","0","35","0472",,"530"
"350474",,"Listowel","4","2",9539,4023,3910,7530,7530,3304,3159,"6.7318","0","0","0","35","0474",,
"350475",,"Little Current","4","2",1210,728,565,1558,1558,711,674,"2.23","0","0","0","35","0475",,
"350480",,"London","1","4",423369,186675,174961,383437,384784,175654,163296,"244.9696","1","0","0","35","0480",,"555"
"350481",,"Longlac","4","2",1316,650,562,1434,1434,693,592,"1.7392","0","0","0","35","0481",,
"350487",,"Lucan","4","2",3089,1215,1185,2541,2541,1006,986,"2.0128","0","0","0","35","0487",,
"350489",,"Lucknow","4","2",1154,506,486,1121,1121,508,483,"1.6891","0","0","0","35","0489",,
"350494",,"Madoc","4","2",1489,744,701,1535,1540,758,704,"2.189","1","0","0","35","0494",,
"350499",,"Manitouwadge","4","2",1682,924,795,1708,1735,993,817,"2.3508","1","0","0","35","0499",,
"350504",,"Marathon","4","2",3022,1527,1354,3138,3138,1559,1368,"4.3268","0","0","0","35","0504",,
"350506",,"Markdale","4","2",1206,598,564,1216,1216,615,585,"2.2982","0","0","0","35","0506",,
"350508",,"Marmora","4","2",1499,729,661,1629,1639,787,708,"2.1499","1","0","0","35","0508",,
"350516",,"Mattawa","4","2",1721,825,763,1786,1812,863,793,"2.1257","1","0","0","35","0516",,
"350522",,"Meaford","4","2",5078,2651,2424,4910,4945,2491,2312,"5.8981","1","0","0","35","0522",,
"350531",,"Midland","1","2",26246,11874,11149,24353,24443,11087,10511,"27.4107","1","0","0","35","0531",,"571"
"350532",,"Milton","6","4",124579,37981,37179,101715,101885,32515,31388,"45.2044","1","0","0","35","0532",,"535"
"350533",,"Milverton","4","2",1797,711,686,1576,1586,628,616,"1.3252","1","0","0","35","0533",,
"350538",,"Mitchell","4","2",4868,1996,1950,4573,4604,1878,1842,"5.0785","1","0","0","35","0538",,
"350556",,"Morrisburg","4","2",2398,1065,1022,2385,2385,1048,1008,"1.3629","0","0","0","35","0556",,
"350557",,"Mount Brydges","2","2",2656,1001,965,1842,2117,791,785,"5.5011","1","0","0","35","0557",,"555"
"350558",,"Mount Forest","4","2",5040,2250,2174,4643,4643,2155,2075,"3.7253","0","0","0","35","0558",,
"350569",,"Napanee","4","2",8173,3562,3424,7439,7439,3474,3312,"7.9171","0","0","0","35","0569",,
"350578",,"New Hamburg","6","2",14379,5399,5315,13595,13595,4982,4944,"15.7493","0","0","0","35","0578",,"541"
"350595",,"North Bay","1","3",51433,24491,23008,50396,50396,24244,22201,"64.9064","0","0","0","35","0595",,"575"
"350599",,"Norwich","4","2",3038,1195,1158,2852,2852,1121,1088,"2.6949","0","0","0","35","0599",,
"350600",,"Norwood","4","2",1585,620,601,1380,1380,565,552,"1.9942","0","0","0","35","0600",,
"350609",,"Orangeville","6","3",34177,12520,12259,30734,32318,11767,11624,"19.7686","1","0","0","35","0609",,"535"
"350610",,"Orillia","1","3",33379,15416,14410,31128,31128,14275,13465,"22.6809","0","0","0","35","0610",,"569"
"350613",,"Orono","2","2",1104,437,428,1105,1105,426,417,"1.3559","0","0","0","35","0613",,"532"
"350614",,"Oshawa","1","4",335949,124322,120661,308875,309759,116570,113575,"159.7893","1","0","0","35","0614",,"532"
"350616","2021S0511350616","Ottawa - Gatineau","1","4",797252,346772,328727,735706,737702,324877,304410,"357.1768","1","0","0","35","0616","24","505"
"350619",,"Owen Sound","1","2",22318,10647,10133,22032,22032,10350,9870,"20.8649","0","0","0","35","0619",,"566"
"350622",,"Palmerston","4","2",2989,1220,1184,2624,2624,1100,1068,"2.5388","0","0","0","35","0622",,
"350624",,"Paris","6","2",14956,5838,5657,12310,12389,4842,4720,"13.5525","1","0","0","35","0624",,"543"
"350625",,"Parkhill","4","2",1707,732,692,1737,1737,681,666,"2.4511","0","0","0","35","0625",,
"350628",,"Parry Sound","4","2",6788,3468,3160,6321,6321,3110,2892,"7.9543","0","0","0","35","0628",,
"350631",,"Pembroke","1","2",16571,7848,7463,15940,16203,7697,7167,"17.4708","1","0","0","35","0631",,"515"
"350634",,"Perth","4","2",6486,3281,3163,5573,6042,3081,2926,"9.3945","1","0","0","35","0634",,
"350636",,"Peterborough","1","3",84793,38472,36429,82094,82149,37225,35153,"54.576","1","0","0","35","0636",,"529"
"350639",,"Petrolia","4","2",5632,2372,2313,5375,5402,2175,2136,"6.2861","1","0","0","35","0639",,
"350641",,"Picton","4","2",4508,2567,2277,4702,4395,2463,2214,"5.4287","1","0","0","35","0641",,
"350658",,"Port Dover","2","2",7871,4028,3696,6161,6984,3526,3268,"8.1191","1","0","0","35","0658",,"547"
"350659",,"Port Elgin","4","2",9619,4540,4047,7862,8297,3942,3536,"8.0309","1","0","0","35","0659",,
"350662",,"Port Hope","1","2",13012,5901,5692,12587,12587,5638,5478,"12.7178","0","0","0","35","0662",,"528"
"350665",,"Port Perry","4","2",9553,3855,3741,9453,9453,3752,3696,"8.7626","0","0","0","35","0665",,
"350666",,"Port Stanley","2","2",3008,1702,1409,2148,2231,1416,1085,"3.7783","1","0","0","35","0666",,"555"
"350672",,"Powassan","2","2",1241,509,483,1343,1343,526,511,"1.6789","0","0","0","35","0672",,"575"
"350675",,"Prescott","4","2",4078,1992,1888,3965,4217,2102,2015,"4.0172","1","0","0","35","0675",,
"350699",,"Renfrew","4","2",8337,4188,4012,8152,8308,4068,3906,"12.142","1","0","0","35","0699",,
"350704",,"Richmond","2","2",4228,1586,1564,4055,4055,1510,1474,"4.0976","0","0","0","35","0704",,"505"
"350706",,"Ridgetown","2","2",2797,1371,1293,3002,3002,1424,1308,"2.7259","0","0","0","35","0706",,"556"
"350719",,"Rockland","6","2",13625,5477,5368,12302,12399,5007,4916,"8.1532","1","0","0","35","0719",,"505"
"350737",,"Sarnia","1","3",73944,34738,32893,72125,73403,34196,32670,"60.5349","1","0","0","35","0737",,"562"
"350739",,"Sault Ste. Marie","1","3",64923,31864,29743,66313,66313,31556,29888,"52.9654","0","0","0","35","0739",,"590"
"350744",,"Seaforth","4","2",2673,1248,1202,2680,2680,1206,1164,"2.7904","0","0","0","35","0744",,
"350755",,"Shelburne","4","2",8989,3147,3023,8126,8126,2825,2787,"5.7086","0","0","0","35","0755",,
"350762",,"Simcoe","1","2",16121,7406,7118,13922,14649,6763,6512,"16.5008","1","0","0","35","0762",,"547"
"350763",,"Sioux Lookout","4","2",3781,1724,1554,2941,2941,1264,1143,"6.3203","0","0","0","35","0763",,
"350766",,"Smiths Falls","4","2",9517,4629,4411,8885,9068,4498,4176,"6.7074","1","0","0","35","0766",,
"350767",,"Smithville","4","2",6456,2378,2339,5489,5724,2086,2080,"6.1122","1","0","0","35","0767",,
"350788",,"St. Catharines - Niagara Falls","1","4",242460,106697,101120,229246,229776,101682,96235,"140.5936","1","0","0","35","0788",,"539"
"350795",,"St. Marys","4","2",7271,3158,3072,6951,7137,3031,2967,"10.0937","1","0","0","35","0795",,
"350799",,"St. Thomas","6","3",45732,19671,19123,41813,41834,18165,17631,"28.1049","1","0","0","35","0799",,"555"
"350871",,"Stayner","4","2",4699,1864,1806,4029,4258,1673,1632,"4.8286","1","0","0","35","0871",,
"350892",,"Stirling","2","2",2074,863,832,2030,2030,852,817,"3.032","0","0","0","35","0892",,"522"
"350897",,"Stratford","1","3",32878,15237,14599,31053,31094,14142,13688,"23.2971","1","0","0","35","0897",,"553"
"350899",,"Strathroy","6","2",16056,6713,6553,14401,14505,5968,5859,"15.2966","1","0","0","35","0899",,"555"
"350901",,"Sturgeon Falls","4","2",6939,3336,3197,6798,6916,3278,3142,"6.1479","1","0","0","35","0901",,
"350904",,"Sudbury","1","3",92093,44970,41857,88054,88155,44304,40151,"75.7912","1","0","0","35","0904",,"580"
"350908",,"Sutton","2","2",8477,3746,3379,7531,7653,3502,3027,"12.5471","1","0","0","35","0908",,"535"
"350919",,"Tavistock","4","2",3171,1288,1256,2955,2955,1141,1127,"2.6407","0","0","0","35","0919",,
"350925",,"Thamesford","4","2",2622,953,939,2116,2116,825,822,"2.7611","0","0","0","35","0925",,
"350928",,"Thessalon","4","2",1147,546,509,1175,1175,562,508,"1.8773","0","0","0","35","0928",,
"350932",,"Thornbury","4","2",3474,2121,1638,2485,2873,1936,1342,"5.8663","1","0","0","35","0932",,
"350935",,"Thunder Bay","1","3",95266,45751,43291,93952,94767,45449,42359,"76.0322","1","0","0","35","0935",,"595"
"350938",,"Tilbury","2","2",4687,1948,1901,4768,4768,2001,1938,"4.1438","0","0","0","35","0938",,"556"
"350939",,"Tillsonburg","1","2",18573,8479,8215,15594,15834,7282,7113,"18.9672","1","0","0","35","0939",,"546"
"350944",,"Toronto","1","4",5647656,2201935,2077579,5429524,5433590,2060487,1968589,"1829.0532","1","0","0","35","0944",,"535"
"350945",,"Tottenham","2","2",9609,3334,3264,5143,5422,2049,1994,"9.9265","1","0","0","35","0945",,"535"
"350957",,"Tweed","4","2",1541,779,690,1701,1701,795,748,"2.4962","0","0","0","35","0957",,
"350963",,"Uxbridge","6","2",11794,4651,4528,11832,11832,4447,4395,"15.4636","0","0","0","35","0963",,"535"
"350970",,"Valley East","2","2",17251,6673,6536,17451,17451,6556,6410,"25.8226","0","0","0","35","0970",,"580"
"350975",,"Vankleek Hill","4","2",1781,896,855,1742,1742,856,811,"2.2321","0","0","0","35","0975",,
"350998",,"Walkerton","4","2",4724,2149,1984,4517,4537,2021,1931,"3.9016","1","0","0","35","0998",,
"350999",,"Wallaceburg","2","2",10323,4759,4556,10098,10098,4690,4506,"8.843","0","0","0","35","0999",,"556"
"351003",,"Waterford","2","2",4227,1823,1768,3132,3676,1640,1523,"3.5132","1","0","0","35","1003",,"547"
"351006",,"Watford","4","2",1563,648,613,1536,1536,640,600,"1.1687","0","0","0","35","1006",,
"351011",,"West Lorne","4","2",1385,624,590,1337,1337,621,601,"1.8145","0","0","0","35","1011",,
"351017",,"Wheatley","2","2",3060,1032,996,2868,2868,1105,1047,"3.4045","0","0","0","35","1017",,"556"
"351020",,"Stouffville","6","3",36753,12078,11875,32634,32634,10668,10541,"14.1708","0","0","0","35","1020",,"535"
"351026",,"Wiarton","4","2",1996,1058,978,1989,1989,1038,960,"2.3554","0","0","0","35","1026",,
"351029",,"Winchester","4","2",2417,1108,1075,2394,2394,1077,1041,"2.2624","0","0","0","35","1029",,
"351032",,"Windsor","1","4",306519,127879,121732,287069,288363,123740,117152,"184.9586","1","0","0","35","1032",,"559"
"351034",,"Wingham","4","2",2981,1408,1338,2934,2934,1392,1301,"2.4707","0","0","0","35","1034",,
"351039",,"Woodstock","1","3",46296,19384,18747,40404,40614,17424,17045,"34.4052","1","0","0","35","1039",,"544"
"351041",,"Wyoming","2","2",2348,971,947,2361,2361,968,948,"4.588","0","0","0","35","1041",,"562"
"351062",,"Fort Erie","6","2",15372,6856,6486,14621,14772,6609,6190,"14.6156","1","0","0","35","1062",,"539"
"351063",,"Crystal Beach","2","2",9531,5229,4306,8524,8524,5032,3879,"11.3402","0","0","0","35","1063",,"539"
"351067",,"Keswick - Elmhurst Beach","6","2",27145,10284,9841,26757,26999,9997,9612,"16.5595","1","0","0","35","1067",,"535"
"351071",,"Nobleton","2","2",6507,1919,1889,4614,4924,1610,1471,"8.5842","1","0","0","35","1071",,"535"
"351075",,"Beamsville","6","2",13323,4970,4866,11834,11869,4307,4240,"9.885","1","0","0","35","1075",,"539"
"351083",,"Mississauga Beach","2","2",5293,2822,2477,4662,4662,2529,2153,"5.8142","0","0","0","35","1083",,"539"
"351084",,"Dowling","2","2",1449,575,561,1466,1466,588,575,"1.3493","0","0","0","35","1084",,"580"
"351086",,"Petawawa","1","2",14382,5593,5292,13701,13870,5327,5022,"16.0081","1","0","0","35","1086",,"516"
"351099",,"Timmins","1","2",28874,13801,12757,29331,29331,13875,12754,"18.4938","0","0","0","35","1099",,"586"
"351100",,"Porcupine","2","2",5832,2620,2467,4716,5811,2492,2350,"5.7783","1","0","0","35","1100",,"586"
"351102",,"Lively","2","2",5569,2261,2154,5608,5613,2262,2219,"11.6707","1","0","0","35","1102",,"580"
"351128",,"Paisley","4","2",1061,526,489,1045,1045,536,471,"1.7969","0","0","0","35","1128",,
"351129",,"Grand Valley","4","2",2720,1021,999,1643,1825,719,701,"2.8757","1","0","0","35","1129",,
"351132",,"Creemore","4","2",1194,508,469,1170,1170,487,459,"1.5902","0","0","0","35","1132",,
"351147",,"Colchester","2","2",2334,1231,1031,2229,2229,1340,962,"3.0553","0","0","0","35","1147",,"559"
"351151",,"Jarvis","4","2",1214,439,427,1037,1084,400,397,"0.5621","1","0","0","35","1151",,
"351159",,"Wellington","4","2",1526,955,819,,1353,791,699,"3.2989","1","0","0","35","1159",,
"351170",,"Dutton","4","2",1658,687,668,1368,1454,564,556,"1.9964","1","0","0","35","1170",,
"351176",,"Southampton","4","2",3993,2588,1888,3678,3678,2459,1724,"6.4334","0","0","0","35","1176",,
"351209",,"Rockwood","2","2",5488,2044,1970,4629,4629,1703,1681,"5.9233","0","0","0","35","1209",,"550"
"351239",,"Belmont","2","2",1275,500,492,1140,1140,444,440,"0.9925","0","0","0","35","1239",,"555"
"351241",,"Hastings","4","2",1388,714,639,1115,1159,596,528,"2.1537","1","0","0","35","1241",,
"351243",,"Hensall","4","2",1126,468,453,,1021,431,404,"1.8646","1","0","0","35","1243",,
"351245",,"St. Jacobs","2","2",1959,740,727,1988,1988,723,710,"2.8087","0","0","0","35","1245",,"541"
"351248",,"Cookstown","2","2",1647,557,546,1214,1214,443,419,"1.1433","0","0","0","35","1248",,"568"
"351255",,"Carlisle","2","2",1858,636,626,1869,1869,640,629,"2.5612","0","0","0","35","1255",,"537"
"351264",,"Osgoode","2","2",2535,949,935,2578,2578,943,931,"2.9746","0","0","0","35","1264",,"505"
"351269",,"Vineland","2","2",4395,1857,1820,4074,4260,1705,1680,"5.8005","1","0","0","35","1269",,"539"
"351272",,"Mount Albert","2","2",5695,1968,1930,4925,5021,1746,1722,"4.674","1","0","0","35","1272",,"535"
"351297",,"Grand Bend","4","2",3031,2498,1605,2684,2684,2451,1454,"6.3904","0","0","0","35","1297",,
"351299",,"Wellesley","4","2",3536,1222,1206,3246,3246,1135,1124,"1.6722","0","0","0","35","1299",,
"351301",,"Mildmay","4","2",1222,536,509,1219,1219,532,513,"1.5969","0","0","0","35","1301",,
"351305",,"Wikwemikong","4","2",1417,556,522,1342,1567,631,586,"3.443","1","0","0","35","1305",,
"351306",,"Russell","2","2",6135,2301,2275,4464,5039,1798,1771,"4.5631","1","0","0","35","1306",,"505"
"351307",,"Omemee","2","2",1060,451,431,1271,1271,559,522,"2.1209","0","0","0","35","1307",,"530"
"351308",,"Millbrook","2","2",1739,654,635,1695,1695,650,633,"2.0682","0","0","0","35","1308",,"529"
"351312",,"Stoney Point","2","2",1394,622,558,1087,1318,600,521,"2.456","1","0","0","35","1312",,"559"
"351313",,"Burford","2","2",1058,449,440,,792,350,332,"2.0141","1","0","0","35","1313",,"543"
"351315",,"St. George","2","2",3354,1262,1246,3255,3255,1204,1196,"2.966","0","0","0","35","1315",,"543"
"351317",,"Drayton","4","2",2279,803,780,2111,2111,756,731,"2.8","0","0","0","35","1317",,
"351319",,"Caledon","2","2",1466,508,495,1482,1482,475,474,"2.8438","0","0","0","35","1319",,"535"
"351321",,"Constance Bay","2","2",2263,1107,988,2314,2314,1119,959,"5.5599","0","0","0","35","1321",,"505"
"351322",,"Munster","2","2",1145,429,425,,939,335,332,"0.6705","1","0","0","35","1322",,"505"
"351323",,"Metcalfe","2","2",1811,673,663,1776,1776,659,657,"2.1906","0","0","0","35","1323",,"505"
"351327",,"Amigo Beach","4","2",1924,822,734,1545,1598,735,624,"2.5732","1","0","0","35","1327",,
"351330",,"Everett","4","2",1570,553,540,1670,1670,561,559,"1.5827","0","0","0","35","1330",,
"351331",,"Wasaga Beach","1","2",22194,12134,9518,17808,18653,11108,8022,"28.2076","1","0","0","35","1331",,"565"
"351356",,"Caledon East","2","2",4568,1458,1412,4282,4282,1362,1353,"6.435","0","0","0","35","1356",,"535"
"351357",,"Schomberg","2","2",2656,1059,1030,2691,2691,1056,1023,"2.389","0","0","0","35","1357",,"535"
"351370",,"Ballantrae","2","2",3224,1494,1455,3223,3223,1489,1458,"7.0635","0","0","0","35","1370",,"535"
"351371",,"Virgil","2","2",3008,1295,1235,2937,2937,1113,1084,"2.4145","0","0","0","35","1371",,"539"
"351389",,"Red Lake","4","2",1263,610,566,1177,1182,553,494,"1.5417","1","0","0","35","1389",,
"351390",,"Moosonee","4","2",1471,612,475,1405,1405,597,460,"1.6366","0","0","0","35","1390",,
"351402",,"Manotick Station","2","2",5873,2028,2007,5738,5776,1970,1945,"9.0911","1","0","0","35","1402",,"505"
"351403",,"Bath","2","2",1825,851,836,1180,1670,787,755,"3.874","1","0","0","35","1403",,"521"
"351404",,"Binbrook","2","2",10791,3549,3510,8794,8794,3083,3030,"6.4059","0","0","0","35","1404",,"537"
"351406",,"Ilderton","2","2",2250,793,785,1856,1985,702,687,"1.188","1","0","0","35","1406",,"555"
"351426",,"Factory Island","4","2",1530,605,474,1807,1812,654,550,"1.436","1","0","0","35","1426",,
"351428",,"St. Clements","4","2",1240,463,456,,820,294,293,"1.5101","1","0","0","35","1428",,
"351429",,"New Dundee","2","2",1174,440,430,1119,1119,435,423,"1.5298","0","0","0","35","1429",,"541"
"351430",,"Thornton","2","2",1046,363,358,,1017,353,348,"1.1051","1","0","0","35","1430",,"563"
"351431",,"Sunderland","4","2",1490,561,537,1243,1243,472,463,"1.1304","0","0","0","35","1431",,
"351497",,"Attawapiskat 91A","4","2",1586,404,359,1501,1501,415,387,"1.3335","0","0","0","35","1497",,
"351498",,"Azilda","2","2",4793,2087,2051,4663,4716,1997,1955,"4.9079","1","0","0","35","1498",,"580"
"351499",,"Bayfield","4","2",1394,1066,717,1112,1235,988,629,"2.8602","1","0","0","35","1499",,
"351500",,"Bourget","2","2",1175,462,450,1169,1169,440,428,"2.2262","0","0","0","35","1500",,"505"
"351502",,"Chalk River","4","2",1061,453,428,1029,1044,439,422,"1.9188","1","0","0","35","1502",,
"351503",,"Chelmsford","2","2",6199,2826,2729,6215,6220,2803,2660,"5.501","1","0","0","35","1503",,"580"
"351504",,"Chippawa","2","2",6077,2519,2435,5620,5620,2275,2216,"3.7195","0","0","0","35","1504",,"539"
"351505",,"Claremont","2","2",1215,413,402,1202,1202,411,404,"2.1181","0","0","0","35","1505",,"535"
"351507",,"Coniston","2","2",1782,778,752,1814,1814,784,754,"2.2461","0","0","0","35","1507",,"580"
"351508",,"Corunna","2","2",6266,2530,2449,5686,5822,2376,2282,"3.7873","1","0","0","35","1508",,"562"
"351509",,"Dorchester","2","2",4355,1670,1657,3911,4400,1646,1638,"5.8133","1","0","0","35","1509",,"555"
"351510",,"Haliburton Village","4","2",1078,557,514,1149,1149,559,549,"2.1952","0","0","0","35","1510",,
"351511",,"Ingleside","2","2",1487,670,657,1384,1384,635,625,"1.7577","0","0","0","35","1511",,"501"
"351512",,"Innisfil","6","2",29464,11265,10475,23992,24277,9776,8859,"23.7133","1","0","0","35","1512",,"568"
"351513",,"King","2","2",8396,2730,2662,6970,6970,2396,2283,"14.2041","0","0","0","35","1513",,"535"
"351514",,"Limoges","4","2",2213,805,797,2048,2048,764,748,"1.2245","0","0","0","35","1514",,
"351515",,"Long Sault","2","2",2154,896,876,1779,1951,790,777,"2.3487","1","0","0","35","1515",,"501"
"351516",,"Marchmont - Bass Lake","4","2",1902,744,677,1191,1562,661,578,"4.0916","1","0","0","35","1516",,
"351517",,"McGregor","2","2",1536,620,608,1859,1859,633,620,"3.3211","0","0","0","35","1517",,"559"
"351518",,"New Liskeard","4","2",4232,2023,1908,4402,4444,2189,2094,"7.0198","1","0","0","35","1518",,
"351520",,"Oro Station - Hawkestone","4","2",1806,806,710,1691,1691,809,671,"2.2205","0","0","0","35","1520",,
"351521",,"Palgrave","2","2",1107,428,416,1044,1044,396,393,"1.8371","0","0","0","35","1521",,"535"
"351522",,"Plattsville","4","2",1520,546,539,1366,1366,491,489,"1.3738","0","0","0","35","1522",,
"351523",,"Port Colborne","6","2",15441,7085,6835,15037,14800,6895,6612,"13.293","1","0","0","35","1523",,"539"
"351524",,"Port Rowan","2","2",1357,739,707,1102,1354,731,685,"3.1687","1","0","0","35","1524",,"547"
"351525",,"Stevensville","2","2",1316,546,512,1179,1179,459,450,"2.5196","0","0","0","35","1525",,"539"
"351526",,"Tay","4","2",6188,2767,2499,5408,5474,2512,2197,"8.6393","1","0","0","35","1526",,
"351528",,"Welland - Pelham","6","3",69302,29874,28828,62388,63011,27475,26573,"57.2088","1","0","0","35","1528",,"539"
"351529",,"Wendover","4","2",2176,879,858,1785,1785,751,737,"3.5792","0","0","0","35","1529",,
"351590",,"Big Bay Point","2","2",1670,1365,770,,844,418,311,"2.6258","1","0","0","35","1590",,"568"
"351591",,"Carp","2","2",1477,558,552,,1290,468,467,"2.0467","1","0","0","35","1591",,"505"
"351592",,"Craigleith and Swiss Meadows","4","2",1259,1182,614,,546,775,277,"3.0784","1","0","0","35","1592",,
"351593",,"Horseshoe Valley","4","2",1127,418,407,,866,340,335,"2.6793","1","0","0","35","1593",,
"351594",,"Innerkip","4","2",1342,491,486,,894,338,337,"1.4679","1","0","0","35","1594",,
"351595",,"Kasabonika Lake","4","2",1060,252,228,,849,212,179,"1.1345","1","0","0","35","1595",,
"351596",,"Merrickville","4","2",1036,498,472,,1016,488,447,"2.0043","1","0","0","35","1596",,
"351597",,"Sandy Lake 88","4","2",1601,426,376,,49,14,12,"1.3517","1","0","0","35","1597",,
"351598",,"Tiny Beaches North","4","2",1065,850,490,,922,816,401,"2.2814","1","0","0","35","1598",,
"460011",,"Altona","4","2",4227,1759,1699,4167,4177,1687,1639,"4.8014","1","0","0","46","0011",,
"460051",,"Beausejour","4","2",3123,1475,1397,2895,3003,1420,1347,"3.1132","1","0","0","46","0051",,
"460078",,"Boissevain","4","2",1567,733,697,1656,1656,744,707,"2.5351","0","0","0","46","0078",,
"460091",,"Brandon","1","3",50532,22320,21003,48324,48345,21286,20087,"28.7268","1","0","0","46","0091",,"610"
"460135",,"Carberry","4","2",1823,850,797,1682,1748,839,773,"2.399","1","0","0","46","0135",,
"460142",,"Carman","4","2",2970,1395,1332,2980,3022,1426,1346,"2.85","1","0","0","46","0142",,
"460215",,"Dauphin","4","2",8034,3877,3619,8095,8233,3852,3531,"7.9515","1","0","0","46","0215",,
"460282","2021S0511460282","Flin Flon","4","2",4640,2383,2142,4648,4667,2437,2117,"3.5806","1","0","0","46","0282","47",
"460317",,"Gimli","4","2",2345,1508,1119,2246,2251,1454,1048,"3.0232","1","0","0","46","0317",,
"460410",,"Killarney","4","2",2499,1134,1026,2150,2315,1120,1030,"3.4499","1","0","0","46","0410",,
"460534",,"Minnedosa","4","2",2407,1137,1063,2178,2224,1117,1014,"2.2291","1","0","0","46","0534",,
"460553",,"Morden","2","2",9103,3871,3714,7907,8058,3437,3308,"8.5322","1","0","0","46","0553",,"603"
"460555",,"Morris","4","2",1801,786,745,1714,1714,733,706,"2.2587","0","0","0","46","0555",,
"460572",,"Neepawa","4","2",4938,1681,1615,3939,3939,1402,1364,"2.3571","0","0","0","46","0572",,
"460645",,"Pinawa","4","2",1512,755,684,1331,1441,715,647,"2.1387","1","0","0","46","0645",,
"460669",,"Portage la Prairie","1","2",12944,5980,5518,12949,13013,5677,5462,"9.9271","1","0","0","46","0669",,"607"
"460716",,"Roblin","4","2",1603,855,774,1614,1614,854,775,"2.7143","0","0","0","46","0716",,
"460730",,"Russell","4","2",1622,760,684,1395,1498,738,661,"1.9012","1","0","0","46","0730",,
"460745",,"Selkirk","4","2",9761,4383,4180,9839,9604,4112,3957,"5.9287","1","0","0","46","0745",,
"460759",,"Shilo CFB-BFC","4","2",1362,640,545,1419,1419,612,545,"1.2487","0","0","0","46","0759",,
"460771",,"Souris","4","2",1935,938,850,1876,1900,878,834,"2.5045","1","0","0","46","0771",,
"460872",,"Ste. Anne","4","2",2891,1204,1151,2114,2114,822,797,"4.1361","0","0","0","46","0872",,
"460887",,"Steinbach","1","2",17589,7004,6751,14753,15790,6286,6012,"17.8027","1","0","0","46","0887",,"605"
"460894",,"Stonewall","4","2",5046,2127,2051,4644,4809,1749,1733,"5.962","1","0","0","46","0894",,
"460895",,"Stony Mountain","4","2",2160,507,490,1800,1800,520,506,"1.9881","0","0","0","46","0895",,
"460911",,"Swan River","4","2",3989,1994,1801,3964,3969,1922,1800,"5.7302","1","0","0","46","0911",,
"460927",,"The Pas","4","2",7302,2784,2568,5368,6402,2592,2341,"8.399","1","0","0","46","0927",,
"460930",,"Thompson","1","2",12329,5222,4472,12878,13037,5260,4719,"7.8084","1","0","0","46","0930",,"640"
"460991",,"Virden","4","2",2904,1413,1317,3082,3082,1472,1375,"2.3316","0","0","0","46","0991",,
"461035",,"Winkler","1","2",15335,5659,5498,14311,14311,5084,4976,"19.0155","0","0","0","46","1035",,"603"
"461036",,"Winnipeg","1","4",758515,318706,303646,711925,712858,296962,283757,"356.9928","1","0","0","46","1036",,"602"
"461133",,"Niverville","2","2",5593,1866,1833,4083,4363,1514,1462,"4.2276","1","0","0","46","1133",,"602"
"461225",,"Lac du Bonnet","4","2",1064,549,496,1089,1089,582,522,"2.2604","0","0","0","46","1225",,
"461254",,"St. Adolphe","2","2",1595,582,578,1362,1367,502,498,"1.7416","1","0","0","46","1254",,"602"
"461365",,"Oakbank","2","2",5041,1760,1716,4604,4604,1530,1503,"5.3891","0","0","0","46","1365",,"602"
