"CTuid","CTdguid","CTname","CTpop_2021","CTtdwell_2021","CTurdwell_2021","CTpop_2016","CTpop_2016a","CTtdwell_2016a","CTurdwell_2016a","CTarea","CTadj","CTir_2016","CTir_2021","PRuid","CMAcode","CTcode"
"5370018.00","2021S05075370018.00","0018.00",53,0,0,120,120,0,0,"0.3753","0","0","0","35","537","1481"
"5370019.00","2021S05075370019.00","0019.00",4053,1759,1679,3932,3932,1760,1686,"1.1977","0","0","0","35","537","1482"
"5370020.00","2021S05075370020.00","0020.00",4065,1780,1735,3959,3959,1769,1717,"1.0879","0","0","0","35","537","1483"
"5370021.00","2021S05075370021.00","0021.00",4496,2095,2003,4441,4441,2083,1989,"1.0517","0","0","0","35","537","1484"
"5370022.00","2021S05075370022.00","0022.00",4761,2420,2350,4706,4706,2418,2359,"0.9201","0","0","0","35","537","1485"
"5370023.00","2021S05075370023.00","0023.00",2352,972,948,2248,2248,961,951,"0.831","0","0","0","35","537","1486"
"5370024.00","2021S05075370024.00","0024.00",2567,1099,1083,2500,2500,1107,1090,"0.8024","0","0","0","35","537","1487"
"5370025.00","2021S05075370025.00","0025.00",2854,1148,1129,2817,2817,1147,1140,"2.2562","0","0","0","35","537","1488"
"5370026.01","2021S05075370026.01","0026.01",3476,1692,1648,3397,3397,1686,1656,"0.9437","0","0","0","35","537","3537"
"5370026.02","2021S05075370026.02","0026.02",1839,892,877,1819,1819,904,893,"0.6197","0","0","0","35","537","3538"
"5370026.03","2021S05075370026.03","0026.03",2308,796,788,2056,2056,723,720,"0.9694","0","0","0","35","537","3539"
"5370026.04","2021S05075370026.04","0026.04",1578,632,626,1534,1534,631,624,"1.0022","0","0","0","35","537","3540"
"5370026.05","2021S05075370026.05","0026.05",4009,1734,1648,4100,4100,1740,1686,"2.7311","0","0","0","35","537","3541"
"5370026.06","2021S05075370026.06","0026.06",6125,2380,2300,5436,5436,2159,2061,"1.168","0","0","0","35","537","5061"
"5370027.00","2021S05075370027.00","0027.00",1070,496,478,1080,1080,491,485,"0.5433","0","0","0","35","537","1490"
"5370028.00","2021S05075370028.00","0028.00",2848,1275,1245,2712,2712,1274,1249,"0.7232","0","0","0","35","537","1491"
"5370029.00","2021S05075370029.00","0029.00",4571,2134,2070,4350,4350,2057,2000,"1.0174","0","0","0","35","537","1492"
"5370030.00","2021S05075370030.00","0030.00",4150,1722,1677,4062,4062,1721,1658,"1.0584","0","0","0","35","537","1493"
"5370031.00","2021S05075370031.00","0031.00",2036,894,847,2070,2070,890,837,"0.9549","0","0","0","35","537","1494"
"5370032.00","2021S05075370032.00","0032.00",3151,1610,1502,3180,3180,1590,1468,"0.7444","0","0","0","35","537","1495"
"5370033.00","2021S05075370033.00","0033.00",3201,1556,1383,3092,3092,1544,1303,"0.704","0","0","0","35","537","1496"
"5370034.00","2021S05075370034.00","0034.00",5691,3481,3146,5258,5258,3329,3019,"0.9097","0","0","0","35","537","1497"
"5370035.00","2021S05075370035.00","0035.00",3969,2172,1903,3648,3648,2083,1821,"0.4432","0","0","0","35","537","1498"
"5370036.00","2021S05075370036.00","0036.00",3261,1886,1689,2492,2492,1615,1374,"0.3667","0","0","0","35","537","1499"
"5370037.00","2021S05075370037.00","0037.00",3183,2612,2239,2588,2588,2152,1947,"0.316","0","0","0","35","537","1500"
"5370038.00","2021S05075370038.00","0038.00",4172,2931,2655,3914,3914,2805,2615,"0.3327","0","0","0","35","537","1501"
"5370039.00","2021S05075370039.00","0039.00",5533,3309,3123,5127,5127,3305,3044,"0.3461","0","0","0","35","537","1502"
"5370040.00","2021S05075370040.00","0040.00",2006,1088,1025,1984,1984,1107,1055,"0.3404","0","0","0","35","537","1503"
"5370041.00","2021S05075370041.00","0041.00",2327,1363,1224,2168,2168,1252,1079,"0.4096","0","0","0","35","537","1504"
"5370042.00","2021S05075370042.00","0042.00",2853,1439,1307,2688,2688,1312,1226,"1.5176","0","0","0","35","537","1505"
"5370043.00","2021S05075370043.00","0043.00",4305,2523,1869,3587,3587,2413,1493,"1.8794","0","0","0","35","537","1506"
"5370044.00","2021S05075370044.00","0044.00",3917,2211,2029,4486,3650,2203,1973,"1.1718","1","0","0","35","537","1507"
"5370045.00","2021S05075370045.00","0045.00",3285,1913,1357,2936,2936,1944,1157,"3.2338","0","0","0","35","537","1508"
"5370046.00","2021S05075370046.00","0046.00",3547,1626,1515,3353,3353,1610,1389,"1.2503","0","0","0","35","537","1509"
"5370047.00","2021S05075370047.00","0047.00",3131,1836,1721,3140,3140,1797,1685,"1.2333","0","0","0","35","537","1510"
"5370048.00","2021S05075370048.00","0048.00",1930,1065,969,1898,1898,1062,950,"0.3705","0","0","0","35","537","1511"
"5370049.00","2021S05075370049.00","0049.00",3191,1920,1619,2422,2422,1538,1193,"0.4456","0","0","0","35","537","1512"
"5370050.00","2021S05075370050.00","0050.00",4271,2171,1900,3697,3697,2097,1761,"0.5519","0","0","0","35","537","1513"
"5370051.00","2021S05075370051.00","0051.00",4225,2135,1891,4334,4334,2220,1917,"0.5473","0","0","0","35","537","1514"
"5370052.00","2021S05075370052.00","0052.00",3881,1944,1744,3549,3549,1935,1622,"0.5255","0","0","0","35","537","1515"
"5370053.00","2021S05075370053.00","0053.00",3070,1465,1288,3120,3120,1423,1301,"0.4969","0","0","0","35","537","1516"
"5370054.00","2021S05075370054.00","0054.00",2670,1273,1183,2560,2560,1233,1153,"0.4847","0","0","0","35","537","1517"
"5370055.00","2021S05075370055.00","0055.00",2989,1298,1261,2920,2920,1301,1258,"0.5397","0","0","0","35","537","1518"
"5370056.00","2021S05075370056.00","0056.00",3260,1446,1407,3231,3231,1427,1401,"1.1353","0","0","0","35","537","1519"
"5370057.00","2021S05075370057.00","0057.00",3022,1418,1346,2997,2997,1418,1334,"0.5967","0","0","0","35","537","1520"
"5370058.00","2021S05075370058.00","0058.00",2545,1181,1123,2382,2382,1181,1060,"0.6973","0","0","0","35","537","1521"
"5370059.00","2021S05075370059.00","0059.00",3062,1383,1261,3026,3026,1349,1246,"0.7169","0","0","0","35","537","1522"
"5370060.00","2021S05075370060.00","0060.00",2691,1132,1056,2629,2629,1119,1020,"0.6695","0","0","0","35","537","1523"
"5370061.00","2021S05075370061.00","0061.00",3356,1485,1321,3012,3012,1468,1169,"0.5981","0","0","0","35","537","1524"
"5370062.00","2021S05075370062.00","0062.00",3410,1591,1404,3312,3312,1613,1345,"0.5866","0","0","0","35","537","1525"
"5370063.00","2021S05075370063.00","0063.00",3147,1423,1195,2705,2705,1483,1142,"0.571","0","0","0","35","537","1526"
"5370064.00","2021S05075370064.00","0064.00",1768,851,775,1689,1689,797,702,"0.5727","0","0","0","35","537","1527"
"5370065.00","2021S05075370065.00","0065.00",2576,1029,994,2410,2410,994,935,"1.788","0","0","0","35","537","1528"
"5370066.00","2021S05075370066.00","0066.00",4816,2136,2042,4965,4965,2306,2055,"1.4643","0","0","0","35","537","1529"
"5370067.00","2021S05075370067.00","0067.00",1948,760,723,1855,1855,762,686,"2.3725","0","0","0","35","537","1530"
"5370068.00","2021S05075370068.00","0068.00",940,434,398,857,857,418,381,"4.9509","0","0","0","35","537","1531"
"5370069.00","2021S05075370069.00","0069.00",835,389,370,851,851,390,368,"5.5383","0","0","0","35","537","1532"
"5370070.00","2021S05075370070.00","0070.00",2168,907,879,2101,2101,910,870,"2.3861","0","0","0","35","537","1533"
"5370071.00","2021S05075370071.00","0071.00",6349,2905,2728,6532,6532,2860,2718,"1.8601","0","0","0","35","537","1534"
"5370072.01","2021S05075370072.01","0072.01",118,48,47,115,115,50,47,"4.6202","0","0","0","35","537","3542"
"5370072.02","2021S05075370072.02","0072.02",4007,1816,1761,3993,3993,1824,1771,"1.389","0","0","0","35","537","3543"
"5370072.03","2021S05075370072.03","0072.03",6804,2897,2800,6550,6550,2920,2733,"0.7071","0","0","0","35","537","3544"
"5370072.04","2021S05075370072.04","0072.04",3416,1257,1242,3391,3391,1264,1245,"0.9003","0","0","0","35","537","3545"
"5370073.00","2021S05075370073.00","0073.00",1400,697,648,1176,1176,631,546,"1.7616","0","0","0","35","537","1536"
"5370080.01","2021S05075370080.01","0080.01",2238,814,779,2197,2197,804,776,"54.7913","0","0","0","35","537","3546"
"5370080.03","2021S05075370080.03","0080.03",8406,2760,2724,6339,6339,2188,2168,"4.798","0","0","0","35","537","4121"
"5370080.05","2021S05075370080.05","0080.05",8587,2710,2661,7111,7111,2138,2118,"3.4482","0","0","0","35","537","5995"
"5370080.06","2021S05075370080.06","0080.06",4952,1665,1645,5276,5276,1654,1650,"2.1507","0","0","0","35","537","1665"
"5370080.07","2021S05075370080.07","0080.07",4534,1385,1365,3046,3046,978,969,"1.4239","0","0","0","35","537","1666"
"5370081.00","2021S05075370081.00","0081.00",2308,1131,1110,2340,2340,1123,1099,"0.9855","0","0","0","35","537","2611"
"5370082.00","2021S05075370082.00","0082.00",3608,1839,1761,3526,3526,1749,1702,"1.1503","0","0","0","35","537","2612"
"5370083.00","2021S05075370083.00","0083.00",2604,1345,1307,2378,2378,1184,1151,"0.8586","0","0","0","35","537","2613"
"5370084.01","2021S05075370084.01","0084.01",2703,1007,976,2688,2688,1000,983,"1.0027","0","0","0","35","537","3548"
"5370084.02","2021S05075370084.02","0084.02",3090,1269,1250,3099,3099,1274,1263,"0.9998","0","0","0","35","537","3549"
"5370084.03","2021S05075370084.03","0084.03",2014,767,757,2022,2022,763,752,"0.9603","0","0","0","35","537","5059"
"5370084.04","2021S05075370084.04","0084.04",3127,1660,1582,1887,1887,959,950,"2.4649","0","0","0","35","537","5060"
"5370084.05","2021S05075370084.05","0084.05",3031,1076,1063,3002,3002,1053,1033,"0.9182","0","0","0","35","537","5076"
"5370085.01","2021S05075370085.01","0085.01",4002,1449,1430,4192,4192,1439,1428,"2.5643","0","0","0","35","537","5055"
"5370085.02","2021S05075370085.02","0085.02",6454,2240,2208,6528,6528,2249,2233,"1.7346","0","0","0","35","537","5056"
"5370085.03","2021S05075370085.03","0085.03",4348,1649,1577,4120,4120,1628,1572,"8.0152","0","0","0","35","537","5057"
"5370086.01","2021S05075370086.01","0086.01",4303,1476,1435,,4076,1383,1363,"8.146","1","0","0","35","537","7018"
"5370086.02","2021S05075370086.02","0086.02",6185,1964,1937,,5643,1835,1818,"3.7194","1","0","0","35","537","7019"
"5370100.03","2021S05075370100.03","0100.03",7631,2232,2204,,4726,1464,1438,"11.1532","1","0","0","35","537","7014"
"5370100.04","2021S05075370100.04","0100.04",6399,2133,2104,,4909,1730,1712,"22.0294","1","0","0","35","537","7015"
"5370100.05","2021S05075370100.05","0100.05",5115,1573,1559,,4622,1526,1493,"6.0914","1","0","0","35","537","7016"
"5370100.06","2021S05075370100.06","0100.06",3352,1243,1216,,3269,1206,1178,"71.2297","1","0","0","35","537","7017"
"5370101.02","2021S05075370101.02","0101.02",4614,1564,1529,4514,4514,1554,1510,"64.8969","0","0","0","35","537","1668"
"5370101.03","2021S05075370101.03","0101.03",4816,2290,2269,,4646,2215,2210,"6.2169","1","0","0","35","537","7012"
"5370101.04","2021S05075370101.04","0101.04",3146,1002,987,,3175,1041,1020,"21.4588","1","0","0","35","537","7013"
"5370120.02","2021S05075370120.02","0120.02",2037,700,669,2163,2163,712,692,"76.965","0","0","0","35","537","0005"
"5370120.03","2021S05075370120.03","0120.03",6807,2224,2192,6871,6871,2206,2185,"2.3119","0","0","0","35","537","2959"
"5370120.04","2021S05075370120.04","0120.04",8047,2663,2527,6049,6049,1878,1844,"3.2749","0","0","0","35","537","2960"
"5370121.00","2021S05075370121.00","0121.00",1828,666,632,1812,1812,665,632,"63.2329","0","0","0","35","537","2618"
"5370122.01","2021S05075370122.01","0122.01",5731,2197,2149,5386,5386,1991,1977,"2.8326","0","0","0","35","537","5996"
"5370122.02","2021S05075370122.02","0122.02",6529,2341,2306,6724,6724,2311,2295,"5.9998","0","0","0","35","537","5997"
"5370123.01","2021S05075370123.01","0123.01",3393,1192,1170,,3224,1113,1093,"3.1855","1","0","0","35","537","7020"
"5370123.02","2021S05075370123.02","0123.02",5456,1962,1915,,4501,1629,1590,"4.2635","1","0","0","35","537","7021"
"5370124.00","2021S05075370124.00","0124.00",4366,1702,1645,3827,4505,1751,1693,"14.6299","1","0","0","35","537","2621"
"5370130.02","2021S05075370130.02","0130.02",3844,1432,1418,3808,3966,1522,1508,"2.6","1","0","0","35","537","5999"
"5370130.03","2021S05075370130.03","0130.03",3327,1465,1435,3543,3543,1336,1317,"2.0863","0","0","0","35","537","6000"
"5370131.00","2021S05075370131.00","0131.00",4521,1914,1871,4601,4601,1905,1855,"11.5088","0","0","0","35","537","2623"
"5370132.00","2021S05075370132.00","0132.00",3119,1655,1597,3010,3010,1581,1532,"1.1019","0","0","0","35","537","2624"
"5370133.01","2021S05075370133.01","0133.01",3223,1191,1172,3444,3444,1194,1183,"4.0932","0","0","0","35","537","4632"
"5370133.02","2021S05075370133.02","0133.02",6120,2567,2496,5879,5879,2587,2522,"2.378","0","0","0","35","537","4633"
"5370140.04","2021S05075370140.04","0140.04",3864,1382,1368,3634,3634,1313,1300,"3.027","0","0","0","35","537","0016"
"5370140.05","2021S05075370140.05","0140.05",3551,1243,1212,,2503,884,878,"5.0193","1","0","0","35","537","7008"
"5370140.06","2021S05075370140.06","0140.06",4981,1656,1643,,5076,1648,1646,"1.8492","1","0","0","35","537","7009"
"5370140.07","2021S05075370140.07","0140.07",6701,2418,2385,,6758,2455,2442,"5.36","1","0","0","35","537","7022"
"5370140.08","2021S05075370140.08","0140.08",4761,1757,1635,,1847,620,603,"4.883","1","0","0","35","537","7023"
"5370141.00","2021S05075370141.00","0141.00",4035,1492,1455,3993,3993,1486,1450,"38.0264","0","0","0","35","537","2627"
"5370142.01","2021S05075370142.01","0142.01",3967,1368,1329,3898,3898,1360,1328,"122.3678","0","0","0","35","537","6003"
"5370142.02","2021S05075370142.02","0142.02",4030,1699,1653,4004,4004,1663,1631,"137.7485","0","0","0","35","537","6004"
"5370143.00","2021S05075370143.00","0143.00",3812,1355,1296,3835,3835,1398,1355,"78.5762","0","0","0","35","537","2629"
"5370144.01","2021S05075370144.01","0144.01",5305,1855,1803,5161,5161,1741,1704,"61.0528","0","0","0","35","537","1669"
"5370144.02","2021S05075370144.02","0144.02",1856,645,627,1947,1947,667,658,"34.0386","0","0","0","35","537","1670"
"5370200.00","2021S05075370200.00","0200.00",2700,981,963,2745,2745,985,969,"16.1661","0","0","0","35","537","1546"
"5370201.00","2021S05075370201.00","0201.00",4124,1720,1636,3605,3605,1394,1366,"6.2048","0","0","0","35","537","1547"
"5370202.00","2021S05075370202.00","0202.00",6353,3075,2990,6237,6237,2955,2897,"3.0414","0","0","0","35","537","1548"
"5370203.00","2021S05075370203.00","0203.00",2821,1315,1273,2603,2603,1145,1138,"1.9776","0","0","0","35","537","1549"
"5370204.00","2021S05075370204.00","0204.00",5083,2112,2051,5128,5128,2107,2067,"1.8316","0","0","0","35","537","1550"
"5370205.01","2021S05075370205.01","0205.01",3185,1357,1338,3207,3207,1360,1335,"1.5937","0","0","0","35","537","5246"
"5370205.02","2021S05075370205.02","0205.02",5384,3031,2939,5406,5406,3044,2938,"1.22","0","0","0","35","537","5247"
"5370206.00","2021S05075370206.00","0206.00",3741,2068,1970,3699,3699,2014,1923,"1.1285","0","0","0","35","537","1552"
"5370207.01","2021S05075370207.01","0207.01",6514,2453,2416,6520,6520,2443,2428,"5.2131","0","0","0","35","537","3550"
"5370207.02","2021S05075370207.02","0207.02",5946,1986,1969,5975,5975,1986,1983,"1.6418","0","0","0","35","537","3551"
"5370207.03","2021S05075370207.03","0207.03",3865,1429,1419,3862,3862,1427,1422,"1.5684","0","0","0","35","537","4122"
"5370207.04","2021S05075370207.04","0207.04",2547,1150,1138,2505,2505,1149,1144,"0.7404","0","0","0","35","537","4123"
"5370208.00","2021S05075370208.00","0208.00",3215,1282,1261,3131,3131,1275,1253,"1.7225","0","0","0","35","537","1554"
"5370209.00","2021S05075370209.00","0209.00",1609,629,618,1585,1585,626,622,"0.7818","0","0","0","35","537","1555"
"5370210.00","2021S05075370210.00","0210.00",2415,934,909,2444,2444,942,920,"1.1919","0","0","0","35","537","1556"
"5370211.00","2021S05075370211.00","0211.00",4173,1941,1847,3012,3012,1262,1227,"1.7458","0","0","0","35","537","1557"
"5370212.00","2021S05075370212.00","0212.00",1559,755,718,1594,1594,750,743,"0.5045","0","0","0","35","537","1558"
"5370213.00","2021S05075370213.00","0213.00",4129,2471,2333,3814,3814,2250,2130,"0.8012","0","0","0","35","537","1559"
"5370214.00","2021S05075370214.00","0214.00",2614,1202,1174,2621,2621,1201,1191,"1.0751","0","0","0","35","537","1560"
"5370215.00","2021S05075370215.00","0215.00",2754,1339,1301,2727,2727,1333,1287,"0.7353","0","0","0","35","537","1561"
"5370216.00","2021S05075370216.00","0216.00",4281,1523,1497,4097,4097,1504,1463,"2.1873","0","0","0","35","537","1562"
"5370217.01","2021S05075370217.01","0217.01",5169,2545,2493,5159,5159,2452,2428,"2.1931","0","0","0","35","537","3552"
"5370217.02","2021S05075370217.02","0217.02",3635,1388,1378,3615,3615,1394,1384,"2.1841","0","0","0","35","537","3553"
"5370218.00","2021S05075370218.00","0218.00",6961,2705,2668,6991,6991,2704,2689,"4.3737","0","0","0","35","537","1564"
"5370219.00","2021S05075370219.00","0219.00",4658,1625,1585,4615,4615,1624,1594,"2.3846","0","0","0","35","537","1565"
"5370220.00","2021S05075370220.00","0220.00",6140,2609,2540,6176,6176,2637,2559,"1.8047","0","0","0","35","537","1566"
"5370221.00","2021S05075370221.00","0221.00",3154,1180,1160,3107,3107,1175,1169,"1.1421","0","0","0","35","537","1567"
"5370222.01","2021S05075370222.01","0222.01",0,0,0,0,0,0,0,"1.9344","0","0","0","35","537","2769"
"5370222.02","2021S05075370222.02","0222.02",4189,1782,1760,4246,4246,1785,1766,"1.4113","0","0","0","35","537","2771"
"5370222.03","2021S05075370222.03","0222.03",4540,1590,1575,4577,4577,1574,1568,"1.0083","0","0","0","35","537","2773"
"5370223.01","2021S05075370223.01","0223.01",2578,991,980,2645,2645,1001,996,"1.616","0","0","0","35","537","4124"
"5370223.02","2021S05075370223.02","0223.02",4484,1712,1689,4577,4577,1721,1712,"2.4858","0","0","0","35","537","4125"
"5370223.05","2021S05075370223.05","0223.05",3030,1009,1004,3157,3157,997,989,"0.9836","0","0","0","35","537","5248"
"5370223.06","2021S05075370223.06","0223.06",3861,1293,1284,3954,3954,1310,1298,"1.4414","0","0","0","35","537","5249"
"5370223.07","2021S05075370223.07","0223.07",4352,1718,1701,4428,4428,1722,1715,"1.2053","0","0","0","35","537","5430"
"5370223.10","2021S05075370223.10","0223.10",4605,1603,1589,4579,4579,1603,1597,"1.2507","0","0","0","35","537","0992"
"5370223.13","2021S05075370223.13","0223.13",4379,1607,1585,4480,4480,1607,1603,"1.8187","0","0","0","35","537","2476"
"5370223.14","2021S05075370223.14","0223.14",4176,1461,1449,4300,4300,1460,1459,"1.5839","0","0","0","35","537","2477"
"5370223.15","2021S05075370223.15","0223.15",2447,878,875,2365,2365,876,875,"0.7338","0","0","0","35","537","2485"
"5370223.16","2021S05075370223.16","0223.16",2056,795,790,2102,2102,797,793,"0.5801","0","0","0","35","537","2486"
"5370223.17","2021S05075370223.17","0223.17",3999,1345,1324,,3499,1043,1043,"1.8356","1","0","0","35","537","6629"
"5370223.18","2021S05075370223.18","0223.18",5121,1635,1623,,5166,1633,1628,"1.0452","1","0","0","35","537","6630"
"5370223.19","2021S05075370223.19","0223.19",4301,1907,1837,,4094,1847,1760,"4.1916","1","0","0","35","537","6631"
"5370223.20","2021S05075370223.20","0223.20",4675,1939,1891,,4363,1830,1828,"4.1604","1","0","0","35","537","6632"
"5370224.02","2021S05075370224.02","0224.02",4014,1453,1316,3965,3965,1451,1350,"83.5286","0","0","0","35","537","2341"
"5370224.03","2021S05075370224.03","0224.03",4705,1284,1276,,4593,1276,1274,"4.2213","1","0","0","35","537","6633"
"5370224.04","2021S05075370224.04","0224.04",2545,716,709,,2514,715,715,"0.5695","1","0","0","35","537","6634"
"5370224.05","2021S05075370224.05","0224.05",4162,1368,1339,,3530,1149,1135,"1.3614","1","0","0","35","537","6635"
"5370300.00","2021S05075370300.00","0300.00",2082,737,714,1993,1993,715,691,"45.898","0","0","0","35","537","3015"
"5370301.01","2021S05075370301.01","0301.01",5527,2400,2326,,3821,1502,1463,"9.2212","1","0","0","35","537","7024"
"5370301.02","2021S05075370301.02","0301.02",3657,1379,1365,,3886,1440,1427,"1.7984","1","0","0","35","537","7025"
"5370302.00","2021S05075370302.00","0302.00",5463,2583,2513,5323,5323,2506,2427,"3.6951","0","0","0","35","537","3017"
"5370303.01","2021S05075370303.01","0303.01",3804,1471,1454,3848,3848,1463,1443,"1.8187","0","0","0","35","537","5250"
"5370303.03","2021S05075370303.03","0303.03",4383,1652,1634,,4361,1543,1529,"2.2375","1","0","0","35","537","7026"
"5370303.04","2021S05075370303.04","0303.04",3967,1404,1389,,4082,1412,1396,"4.041","1","0","0","35","537","7027"
"5390001.00","2021S05075390001.00","0001.00",4599,2032,1911,4347,4347,2032,1821,"2.7906","0","0","0","35","539","1573"
"5390002.00","2021S05075390002.00","0002.00",6830,3285,2973,6363,6363,3375,2760,"8.0771","0","0","0","35","539","1574"
"5390003.01","2021S05075390003.01","0003.01",5155,2248,2124,4762,4762,2167,1991,"1.8608","0","0","0","35","539","5252"
"5390003.03","2021S05075390003.03","0003.03",4430,1651,1614,,4501,1619,1605,"1.466","1","0","0","35","539","7034"
"5390003.04","2021S05075390003.04","0003.04",3831,1336,1319,,3818,1221,1215,"2.4523","1","0","0","35","539","7035"
"5390004.01","2021S05075390004.01","0004.01",4181,1571,1546,4236,4236,1489,1476,"1.6616","0","0","0","35","539","5254"
"5390004.02","2021S05075390004.02","0004.02",3899,1761,1704,4095,4095,1695,1654,"4.2147","0","0","0","35","539","5255"
"5390005.00","2021S05075390005.00","0005.00",4118,2829,2349,3455,3455,2409,1988,"1.2632","0","0","0","35","539","1577"
"5390006.00","2021S05075390006.00","0006.00",2007,873,826,1901,1901,861,807,"2.2846","0","0","0","35","539","1578"
"5390007.01","2021S05075390007.01","0007.01",4874,2210,2102,4672,4672,2059,1992,"2.4099","0","0","0","35","539","3554"
"5390007.02","2021S05075390007.02","0007.02",5896,2305,2244,5582,5582,2205,2151,"4.2164","0","0","0","35","539","3555"
"5390008.00","2021S05075390008.00","0008.00",2659,1264,1211,2579,2579,1252,1191,"2.3109","0","0","0","35","539","1580"
"5390009.00","2021S05075390009.00","0009.00",6871,3771,3451,6642,6642,3676,3347,"2.2294","0","0","0","35","539","1581"
"5390010.00","2021S05075390010.00","0010.00",3743,2012,1895,3568,3568,1999,1869,"1.1567","0","0","0","35","539","1582"
"5390011.00","2021S05075390011.00","0011.00",7332,3395,3248,7248,7248,3357,3193,"2.6231","0","0","0","35","539","1583"
"5390012.01","2021S05075390012.01","0012.01",4228,2144,2084,4356,4356,2144,2104,"1.5453","0","0","0","35","539","3556"
"5390012.02","2021S05075390012.02","0012.02",6197,2845,2758,6024,6024,2800,2718,"2.0316","0","0","0","35","539","3557"
"5390013.01","2021S05075390013.01","0013.01",4711,2295,2166,4577,4577,2259,2145,"1.3937","0","0","0","35","539","3558"
"5390013.02","2021S05075390013.02","0013.02",5201,2208,2148,4860,4860,2074,1995,"3.1162","0","0","0","35","539","3559"
"5390014.01","2021S05075390014.01","0014.01",3844,1800,1758,3762,3762,1794,1750,"1.2847","0","0","0","35","539","2632"
"5390014.02","2021S05075390014.02","0014.02",5281,2249,2206,5148,5148,2216,2182,"2.0341","0","0","0","35","539","2633"
"5390014.03","2021S05075390014.03","0014.03",3235,1547,1509,3128,3128,1453,1436,"1.1401","0","0","0","35","539","3560"
"5390015.00","2021S05075390015.00","0015.00",875,418,401,851,851,394,377,"2.5954","0","0","0","35","539","1587"
"5390016.01","2021S05075390016.01","0016.01",4999,2196,1939,4910,4910,1856,1840,"1.8665","0","0","0","35","539","3561"
"5390016.02","2021S05075390016.02","0016.02",4418,1841,1806,4366,4366,1824,1792,"2.1871","0","0","0","35","539","3562"
"5390017.01","2021S05075390017.01","0017.01",3817,1535,1503,3740,3740,1492,1479,"1.8959","0","0","0","35","539","3563"
"5390017.02","2021S05075390017.02","0017.02",4345,1914,1873,4376,4376,1880,1854,"1.6925","0","0","0","35","539","3564"
"5390018.01","2021S05075390018.01","0018.01",4975,2136,2078,4876,4876,2033,2002,"1.6812","0","0","0","35","539","3565"
"5390018.02","2021S05075390018.02","0018.02",4703,1907,1856,4811,4811,1861,1839,"2.1281","0","0","0","35","539","3566"
"5390018.03","2021S05075390018.03","0018.03",3653,1692,1628,3735,3735,1673,1624,"2.0435","0","0","0","35","539","3567"
"5390019.00","2021S05075390019.00","0019.00",1267,459,441,1226,1226,464,442,"11.4165","0","0","0","35","539","1591"
"5390020.00","2021S05075390020.00","0020.00",629,248,232,598,598,246,234,"15.1259","0","0","0","35","539","1592"
"5390100.00","2021S05075390100.00","0100.00",3125,1703,1564,2898,2898,1581,1436,"1.4473","0","0","0","35","539","2634"
"5390101.00","2021S05075390101.00","0101.00",6056,2676,2513,5624,5624,2647,2350,"2.4549","0","0","0","35","539","2635"
"5390102.01","2021S05075390102.01","0102.01",6315,2413,2115,5493,5493,2393,1848,"5.2465","0","0","0","35","539","5256"
"5390102.02","2021S05075390102.02","0102.02",4530,1656,1598,3546,3546,1365,1333,"26.5695","0","0","0","35","539","5257"
"5390102.03","2021S05075390102.03","0102.03",3790,1408,1305,1240,1240,512,499,"47.5767","0","0","0","35","539","5258"
"5390110.00","2021S05075390110.00","0110.00",4495,2518,2146,4024,4024,2305,1894,"7.2594","0","0","0","35","539","2637"
"5390111.00","2021S05075390111.00","0111.00",7550,3192,2998,7298,7298,2938,2765,"49.9144","0","0","0","35","539","2638"
"5390112.00","2021S05075390112.00","0112.00",7043,2868,2713,6189,6189,2721,2430,"74.1751","0","0","0","35","539","2639"
"5390200.00","2021S05075390200.00","0200.00",4143,1629,1552,3187,3187,1269,1205,"108.2105","0","0","0","35","539","1595"
"5390201.00","2021S05075390201.00","0201.00",4811,2057,1991,5068,5068,2048,2007,"7.2659","0","0","0","35","539","1596"
"5390202.00","2021S05075390202.00","0202.00",3867,1224,1143,1137,1137,496,384,"17.0698","0","0","0","35","539","1597"
"5390203.01","2021S05075390203.01","0203.01",5376,2443,2323,5282,5282,2418,2326,"2.711","0","0","0","35","539","3568"
"5390203.02","2021S05075390203.02","0203.02",5287,2032,1929,3549,3549,1386,1366,"2.0398","0","0","0","35","539","3569"
"5390204.00","2021S05075390204.00","0204.00",6920,3383,3140,6780,6780,3253,3080,"3.0843","0","0","0","35","539","1599"
"5390205.00","2021S05075390205.00","0205.00",1422,804,643,1545,1545,824,691,"2.1269","0","0","0","35","539","1600"
"5390206.00","2021S05075390206.00","0206.00",4878,2425,2189,4983,4983,2475,2280,"1.5506","0","0","0","35","539","1601"
"5390207.00","2021S05075390207.00","0207.00",6152,2941,2741,5806,5806,2831,2685,"3.0323","0","0","0","35","539","1602"
"5390208.00","2021S05075390208.00","0208.00",6071,2754,2661,5803,5803,2591,2531,"3.915","0","0","0","35","539","1603"
"5390209.03","2021S05075390209.03","0209.03",5242,1883,1849,5306,5306,1811,1804,"2.7057","0","0","0","35","539","0502"
"5390209.04","2021S05075390209.04","0209.04",3464,1275,1241,3509,3509,1275,1255,"2.2632","0","0","0","35","539","0504"
"5390209.05","2021S05075390209.05","0209.05",6505,2463,2424,6396,6396,2356,2331,"2.7889","0","0","0","35","539","0507"
"5390209.06","2021S05075390209.06","0209.06",2908,1247,1221,2973,2973,1221,1180,"1.7335","0","0","0","35","539","0511"
